task_id,uav_type,n_stops,visit_order,cargo_pattern,n_boxes,total_mass_kg,total_volume_m3,energy_kWh,duration_s,end_SOC,charge_time_s,has_hard_deadline,latest_start_s
R007811,C,2,S001>S002,S001:[饮水:1|食品:1|卫生:2] S002:[医疗:1|饮水:1|卫生:1],7,57.0,0.199,5.287365160929099,2437.6359209875445,0.339079,0.0,True,1784.5
R007812,C,2,S002>S001,S002:[饮水:1|食品:1|卫生:2] S001:[医疗:1|饮水:1|卫生:1],7,57.0,0.199,6.054219537148237,2437.6359209875445,0.243223,0.0,True,1474.9
R007813,C,2,S001>S002,S001:[饮水:1|食品:1|卫生:2] S002:[医疗:1|饮水:1|食品:1],7,59.0,0.192,5.343705608327317,2437.6359209875445,0.332037,0.0,True,1784.5
R007814,C,2,S002>S001,S002:[饮水:1|食品:1|卫生:2] S001:[医疗:1|饮水:1|食品:1],7,59.0,0.192,6.14386925344295,2437.6359209875445,0.232016,0.0,True,1474.9
R007815,C,2,S001>S002,S001:[饮水:1|食品:1|卫生:2] S002:[医疗:1|饮水:1|食品:1|卫生:1],8,65.0,0.227,5.536962548218261,2503.6359209875445,0.30788,0.0,True,1718.5
R007816,C,2,S001>S002,S001:[饮水:1|食品:1|卫生:2] S002:[医疗:1|饮水:1|食品:2],8,67.0,0.22,5.610657378179827,2503.6359209875445,0.298668,0.0,True,1718.5
R007817,C,2,S001>S002,S001:[饮水:1|食品:1|卫生:2] S002:[医疗:1|饮水:2],7,65.0,0.191,5.536962548218261,2437.6359209875445,0.30788,0.0,True,1784.5
R007818,C,2,S001>S002,S001:[饮水:1|食品:1|卫生:2] S002:[医疗:1|饮水:2|卫生:1],8,71.0,0.226,5.774722183194514,2503.6359209875445,0.27816,0.0,True,1718.5
R007819,C,2,S001>S002,S001:[饮水:1|食品:1|卫生:2] S002:[医疗:1|饮水:2|食品:1],8,73.0,0.219,5.866275254845291,2503.6359209875445,0.266716,0.0,True,1718.5
R007820,C,2,S001>S002,S001:[饮水:1|食品:1|卫生:2] S002:[医疗:1|饮水:3],8,79.0,0.218,6.188386256753811,2503.6359209875445,0.226452,0.0,True,1718.5
R007821,C,2,S001>S002,S001:[饮水:1|食品:2] S002:[卫生:1],4,36.0,0.11800000000000001,4.89245763065683,2239.6359209875445,0.388443,0.0,True,2585.1
R007822,C,2,S002>S001,S002:[饮水:1|食品:2] S001:[卫生:1],4,36.0,0.11800000000000001,5.340678427420382,2239.6359209875445,0.332415,0.0,True,1672.9
R007823,C,2,S001>S002,S001:[饮水:1|食品:2] S002:[食品:1],4,38.0,0.111,4.92153358485837,2239.6359209875445,0.384808,0.0,True,2585.1
R007824,C,2,S002>S001,S002:[饮水:1|食品:2] S001:[食品:1],4,38.0,0.111,5.387591054571301,2239.6359209875445,0.326551,0.0,True,1672.9
R007825,C,2,S001>S002,S001:[饮水:1|食品:2] S002:[食品:1|卫生:1],5,44.0,0.14600000000000002,5.0231796207804145,2305.6359209875445,0.372103,0.0,True,2555.1
R007826,C,2,S002>S001,S002:[饮水:1|食品:2] S001:[食品:1|卫生:1],5,44.0,0.14600000000000002,5.5460157840605575,2305.6359209875445,0.306748,0.0,True,1606.9
R007827,C,2,S001>S002,S001:[饮水:1|食品:2] S002:[食品:2],5,46.0,0.139,5.062003149382907,2305.6359209875445,0.36725,0.0,True,2555.1
R007828,C,2,S002>S001,S002:[饮水:1|食品:2] S001:[食品:2],5,46.0,0.139,5.605406111168276,2305.6359209875445,0.299324,0.0,True,1606.9
R007829,C,2,S001>S002,S001:[饮水:1|食品:2] S002:[食品:2|卫生:1],6,52.0,0.174,5.194709402480772,2371.6359209875445,0.350661,0.0,True,2525.1
R007830,C,2,S002>S001,S002:[饮水:1|食品:2] S001:[食品:2|卫生:1],6,52.0,0.174,5.806946922029284,2371.6359209875445,0.274132,0.0,True,1540.9
R007831,C,2,S001>S002,S001:[饮水:1|食品:2] S002:[饮水:1],4,44.0,0.11,5.0231796207804145,2239.6359209875445,0.372103,0.0,True,1982.5
R007832,C,2,S002>S001,S002:[饮水:1|食品:2] S001:[饮水:1],4,44.0,0.11,5.5460157840605575,2239.6359209875445,0.306748,0.0,True,1672.9
R007833,C,2,S001>S002,S001:[饮水:1|食品:2] S002:[饮水:1|卫生:1],5,50.0,0.14500000000000002,5.147629078791346,2305.6359209875445,0.356546,0.0,True,1916.5
R007834,C,2,S002>S001,S002:[饮水:1|食品:2] S001:[饮水:1|卫生:1],5,50.0,0.14500000000000002,5.73556592355002,2305.6359209875445,0.283054,0.0,True,1606.9
R007835,C,2,S001>S002,S001:[饮水:1|食品:2] S002:[饮水:1|食品:1],5,52.0,0.138,5.194709402480772,2305.6359209875445,0.350661,0.0,True,1916.5
R007836,C,2,S002>S001,S002:[饮水:1|食品:2] S001:[饮水:1|食品:1],5,52.0,0.138,5.806946922029284,2305.6359209875445,0.274132,0.0,True,1606.9
R007837,C,2,S001>S002,S001:[饮水:1|食品:2] S002:[饮水:1|食品:1|卫生:1],6,58.0,0.173,5.3552298253927235,2371.6359209875445,0.330596,0.0,True,1850.5
R007838,C,2,S002>S001,S002:[饮水:1|食品:2] S001:[饮水:1|食品:1|卫生:1],6,58.0,0.173,6.050819649917338,2371.6359209875445,0.243648,0.0,True,1540.9
R007839,C,2,S001>S002,S001:[饮水:1|食品:2] S002:[饮水:1|食品:2],6,60.0,0.166,5.415947331676414,2371.6359209875445,0.323007,0.0,True,1850.5
R007840,C,2,S002>S001,S002:[饮水:1|食品:2] S001:[饮水:1|食品:2],6,60.0,0.166,6.143576179401396,2371.6359209875445,0.232053,0.0,True,1540.9
R007841,C,2,S001>S002,S001:[饮水:1|食品:2] S002:[饮水:1|食品:2|卫生:1],7,66.0,0.201,5.624053179177606,2437.6359209875445,0.296993,0.0,True,1784.5
R007842,C,2,S001>S002,S001:[饮水:1|食品:2] S002:[饮水:2],5,58.0,0.137,5.3552298253927235,2305.6359209875445,0.330596,0.0,True,1916.5
R007843,C,2,S002>S001,S002:[饮水:1|食品:2] S001:[饮水:2],5,58.0,0.137,6.050819649917338,2305.6359209875445,0.243648,0.0,True,1606.9
R007844,C,2,S001>S002,S001:[饮水:1|食品:2] S002:[饮水:2|卫生:1],6,64.0,0.172,5.549984220779123,2371.6359209875445,0.306252,0.0,True,1850.5
R007845,C,2,S002>S001,S002:[饮水:1|食品:2] S001:[饮水:2|卫生:1],6,64.0,0.172,6.349792717523652,2371.6359209875445,0.206276,0.0,True,1540.9
R007846,C,2,S001>S002,S001:[饮水:1|食品:2] S002:[饮水:2|食品:1],6,66.0,0.165,5.624053179177606,2371.6359209875445,0.296993,0.0,True,1850.5
R007847,C,2,S001>S002,S001:[饮水:1|食品:2] S002:[饮水:2|食品:1|卫生:1],7,72.0,0.2,5.880215320193768,2437.6359209875445,0.264973,0.0,True,1784.5
R007848,C,2,S001>S002,S001:[饮水:1|食品:2] S002:[饮水:2|食品:2],7,74.0,0.193,5.978976254952062,2437.6359209875445,0.252628,0.0,True,1784.5
R007849,C,2,S001>S002,S001:[饮水:1|食品:2] S002:[饮水:2|食品:2|卫生:1],8,80.0,0.22800000000000004,6.327197578379867,2503.6359209875445,0.2091,0.0,True,1718.5
R007850,C,2,S001>S002,S001:[饮水:1|食品:2] S002:[饮水:3],6,72.0,0.164,5.880215320193768,2371.6359209875445,0.264973,0.0,True,1850.5
R007851,C,2,S001>S002,S001:[饮水:1|食品:2] S002:[饮水:3|卫生:1],7,78.0,0.199,6.201400059758253,2437.6359209875445,0.224825,0.0,True,1784.5
R007852,C,2,S001>S002,S001:[饮水:1|食品:2] S002:[饮水:3|食品:1],7,80.0,0.192,6.327197578379867,2437.6359209875445,0.2091,0.0,True,1784.5
R007853,C,2,S001>S002,S001:[饮水:1|食品:2] S002:[医疗:1],4,33.0,0.095,4.8535043528466115,2239.6359209875445,0.393312,0.0,True,1982.5
R007854,C,2,S002>S001,S002:[饮水:1|食品:2] S001:[医疗:1],4,33.0,0.095,5.275247431394025,2239.6359209875445,0.340594,0.0,True,1672.9
R007855,C,2,S001>S002,S001:[饮水:1|食品:2] S002:[医疗:1|卫生:1],5,39.0,0.13,4.936970600226203,2305.6359209875445,0.382879,0.0,True,1916.5
R007856,C,2,S002>S001,S002:[饮水:1|食品:2] S001:[医疗:1|卫生:1],5,39.0,0.13,5.412094619071369,2305.6359209875445,0.323488,0.0,True,1606.9
R007857,C,2,S001>S002,S001:[饮水:1|食品:2] S002:[医疗:1|食品:1],5,41.0,0.123,4.9696364501109604,2305.6359209875445,0.378795,0.0,True,1916.5
R007858,C,2,S002>S001,S002:[饮水:1|食品:2] S001:[医疗:1|食品:1],5,41.0,0.123,5.463307601326688,2305.6359209875445,0.317087,0.0,True,1606.9
R007859,C,2,S001>S002,S001:[饮水:1|食品:2] S002:[医疗:1|食品:1|卫生:1],6,47.0,0.15800000000000003,5.082389098127953,2371.6359209875445,0.364701,0.0,True,1850.5
R007860,C,2,S002>S001,S002:[饮水:1|食品:2] S001:[医疗:1|食品:1|卫生:1],6,47.0,0.15800000000000003,5.636470429544666,2371.6359209875445,0.295441,0.0,True,1540.9
R007861,C,2,S001>S002,S001:[饮水:1|食品:2] S002:[医疗:1|食品:2],6,49.0,0.15100000000000002,5.125184702321194,2371.6359209875445,0.359352,0.0,True,1850.5
R007862,C,2,S002>S001,S002:[饮水:1|食品:2] S001:[医疗:1|食品:2],6,49.0,0.15100000000000002,5.701512225283674,2371.6359209875445,0.287311,0.0,True,1540.9
R007863,C,2,S001>S002,S001:[饮水:1|食品:2] S002:[医疗:1|食品:2|卫生:1],7,55.0,0.186,5.271152790700876,2437.6359209875445,0.341106,0.0,True,1784.5
R007864,C,2,S002>S001,S002:[饮水:1|食品:2] S001:[医疗:1|食品:2|卫生:1],7,55.0,0.186,5.922905437851082,2437.6359209875445,0.259637,0.0,True,1474.9
R007865,C,2,S001>S002,S001:[饮水:1|食品:2] S002:[医疗:1|饮水:1],5,47.0,0.122,5.082389098127953,2305.6359209875445,0.364701,0.0,True,1916.5
R007866,C,2,S002>S001,S002:[饮水:1|食品:2] S001:[医疗:1|饮水:1],5,47.0,0.122,5.636470429544666,2305.6359209875445,0.295441,0.0,True,1606.9
R007867,C,2,S001>S002,S001:[饮水:1|食品:2] S002:[医疗:1|饮水:1|卫生:1],6,53.0,0.15700000000000003,5.2193895205052545,2371.6359209875445,0.347576,0.0,True,1850.5
R007868,C,2,S002>S001,S002:[饮水:1|食品:2] S001:[医疗:1|饮水:1|卫生:1],6,53.0,0.15700000000000003,5.844365097250403,2371.6359209875445,0.269454,0.0,True,1540.9
R007869,C,2,S001>S002,S001:[饮水:1|食品:2] S002:[医疗:1|饮水:1|食品:1],6,55.0,0.15000000000000002,5.271152790700876,2371.6359209875445,0.341106,0.0,True,1850.5
R007870,C,2,S002>S001,S002:[饮水:1|食品:2] S001:[医疗:1|饮水:1|食品:1],6,55.0,0.15000000000000002,5.922905437851082,2371.6359209875445,0.259637,0.0,True,1540.9
R007871,C,2,S001>S002,S001:[饮水:1|食品:2] S002:[医疗:1|饮水:1|食品:1|卫生:1],7,61.0,0.185,5.447816884195291,2437.6359209875445,0.319023,0.0,True,1784.5
R007872,C,2,S002>S001,S002:[饮水:1|食品:2] S001:[医疗:1|饮水:1|食品:1|卫生:1],7,61.0,0.185,6.192416116036454,2437.6359209875445,0.225948,0.0,True,1474.9
R007873,C,2,S001>S002,S001:[饮水:1|食品:2] S002:[医疗:1|饮水:1|食品:2],7,63.0,0.178,5.514788659513911,2437.6359209875445,0.310651,0.0,True,1784.5
R007874,C,2,S002>S001,S002:[饮水:1|食品:2] S001:[医疗:1|饮水:1|食品:2],7,63.0,0.178,6.2954328454343536,2437.6359209875445,0.213071,0.0,True,1474.9
R007875,C,2,S001>S002,S001:[饮水:1|食品:2] S002:[医疗:1|饮水:1|食品:2|卫生:1],8,69.0,0.21300000000000002,5.745242936847436,2503.6359209875445,0.281845,0.0,True,1718.5
R007876,C,2,S001>S002,S001:[饮水:1|食品:2] S002:[医疗:1|饮水:2],6,61.0,0.14900000000000002,5.447816884195291,2371.6359209875445,0.319023,0.0,True,1850.5
R007877,C,2,S002>S001,S002:[饮水:1|食品:2] S001:[医疗:1|饮水:2],6,61.0,0.14900000000000002,6.192416116036454,2371.6359209875445,0.225948,0.0,True,1540.9
R007878,C,2,S001>S002,S001:[饮水:1|食品:2] S002:[医疗:1|饮水:2|卫生:1],7,67.0,0.184,5.6630412039273175,2437.6359209875445,0.29212,0.0,True,1784.5
R007879,C,2,S001>S002,S001:[饮水:1|食品:2] S002:[医疗:1|饮水:2|食品:1],7,69.0,0.177,5.745242936847436,2437.6359209875445,0.281845,0.0,True,1784.5
R007880,C,2,S001>S002,S001:[饮水:1|食品:2] S002:[医疗:1|饮水:2|食品:1|卫生:1],8,75.0,0.21200000000000002,6.031290032443431,2503.6359209875445,0.246089,0.0,True,1718.5
R007881,C,2,S001>S002,S001:[饮水:1|食品:2] S002:[医疗:1|饮水:2|食品:2],8,77.0,0.20500000000000002,6.142369419723137,2503.6359209875445,0.232204,0.0,True,1718.5
R007882,C,2,S001>S002,S001:[饮水:1|食品:2] S002:[医疗:1|饮水:3],7,75.0,0.176,6.031290032443431,2437.6359209875445,0.246089,0.0,True,1784.5
R007883,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:1] S002:[卫生:1],5,42.0,0.15300000000000002,4.955611611478012,2305.6359209875445,0.380549,0.0,True,2519.1
R007884,C,2,S002>S001,S002:[饮水:1|食品:2|卫生:1] S001:[卫生:1],5,42.0,0.15300000000000002,5.5634440833672345,2305.6359209875445,0.304569,0.0,True,1606.9
R007885,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:1] S002:[食品:1],5,44.0,0.14600000000000002,4.988411184412066,2305.6359209875445,0.376449,0.0,True,2519.1
R007886,C,2,S002>S001,S002:[饮水:1|食品:2|卫生:1] S001:[食品:1],5,44.0,0.14600000000000002,5.619394394140574,2305.6359209875445,0.297576,0.0,True,1606.9
R007887,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:1] S002:[食品:1|卫生:1],6,50.0,0.181,5.10288120981814,2371.6359209875445,0.36214,0.0,True,2489.1
R007888,C,2,S002>S001,S002:[饮水:1|食品:2|卫生:1] S001:[食品:1|卫生:1],6,50.0,0.181,5.808944533630037,2371.6359209875445,0.273882,0.0,True,1540.9
R007889,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:1] S002:[食品:2],6,52.0,0.17400000000000002,5.146645018518923,2371.6359209875445,0.356669,0.0,True,2489.1
R007890,C,2,S002>S001,S002:[饮水:1|食品:2|卫生:1] S001:[食品:2],6,52.0,0.17400000000000002,5.8803255321093015,2371.6359209875445,0.264959,0.0,True,1540.9
R007891,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:1] S002:[食品:2|卫生:1],7,58.0,0.20900000000000002,5.296792457412899,2437.6359209875445,0.337901,0.0,True,2459.1
R007892,C,2,S002>S001,S002:[饮水:1|食品:2|卫生:1] S001:[食品:2|卫生:1],7,58.0,0.20900000000000002,6.124198259997356,2437.6359209875445,0.234475,0.0,True,1474.9
R007893,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:1] S002:[饮水:1],5,50.0,0.14500000000000002,5.10288120981814,2305.6359209875445,0.36214,0.0,True,1916.5
R007894,C,2,S002>S001,S002:[饮水:1|食品:2|卫生:1] S001:[饮水:1],5,50.0,0.14500000000000002,5.808944533630037,2305.6359209875445,0.273882,0.0,True,1606.9
R007895,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:1] S002:[饮水:1|卫生:1],6,56.0,0.18,5.243407507667561,2371.6359209875445,0.344574,0.0,True,1850.5
R007896,C,2,S002>S001,S002:[饮水:1|食品:2|卫生:1] S001:[饮水:1|卫生:1],6,56.0,0.18,6.037515153610671,2371.6359209875445,0.245311,0.0,True,1540.9
R007897,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:1] S002:[饮水:1|食品:1],6,58.0,0.17300000000000001,5.296792457412899,2371.6359209875445,0.337901,0.0,True,1850.5
R007898,C,2,S002>S001,S002:[饮水:1|食品:2|卫生:1] S001:[饮水:1|食品:1],6,58.0,0.17300000000000001,6.124198259997356,2371.6359209875445,0.234475,0.0,True,1540.9
R007899,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:1] S002:[饮水:1|食品:1|卫生:1],7,64.0,0.20800000000000002,5.480014787773099,2437.6359209875445,0.314998,0.0,True,1784.5
R007900,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:1] S002:[饮水:1|食品:2],7,66.0,0.201,5.549868423264256,2437.6359209875445,0.306266,0.0,True,1784.5
R007901,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:1] S002:[饮水:1|食品:2|卫生:1],8,72.0,0.23600000000000002,5.791889824932312,2503.6359209875445,0.276014,0.0,True,1718.5
R007902,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:1] S002:[饮水:2],6,64.0,0.17200000000000001,5.480014787773099,2371.6359209875445,0.314998,0.0,True,1850.5
R007903,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:1] S002:[饮水:2|卫生:1],7,70.0,0.20700000000000002,5.705266089887191,2437.6359209875445,0.286842,0.0,True,1784.5
R007904,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:1] S002:[饮水:2|食品:1],7,72.0,0.2,5.791889824932312,2437.6359209875445,0.276014,0.0,True,1784.5
R007905,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:1] S002:[饮水:2|食品:1|卫生:1],8,78.0,0.23500000000000001,6.095986092572446,2503.6359209875445,0.238002,0.0,True,1718.5
R007906,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:1] S002:[饮水:2|食品:2],8,80.0,0.228,6.215239040691143,2503.6359209875445,0.223095,0.0,True,1718.5
R007907,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:1] S002:[饮水:3],7,78.0,0.199,6.095986092572446,2437.6359209875445,0.238002,0.0,True,1784.5
R007908,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:1] S002:[医疗:1],5,39.0,0.13,4.911491782944376,2305.6359209875445,0.386064,0.0,True,1916.5
R007909,C,2,S002>S001,S002:[饮水:1|食品:2|卫生:1] S001:[医疗:1],5,39.0,0.13,5.485473229151387,2305.6359209875445,0.314316,0.0,True,1606.9
R007910,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:1] S002:[医疗:1|卫生:1],6,45.0,0.165,5.005803689932719,2371.6359209875445,0.374275,0.0,True,1850.5
R007911,C,2,S002>S001,S002:[饮水:1|食品:2|卫生:1] S001:[医疗:1|卫生:1],6,45.0,0.165,5.648644175317887,2371.6359209875445,0.293919,0.0,True,1540.9
R007912,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:1] S002:[医疗:1|食品:1],6,47.0,0.158,5.0425862981301535,2371.6359209875445,0.369677,0.0,True,1850.5
R007913,C,2,S002>S001,S002:[饮水:1|食品:2|卫生:1] S001:[医疗:1|食品:1],6,47.0,0.158,5.709849039624683,2371.6359209875445,0.286269,0.0,True,1540.9
R007914,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:1] S002:[医疗:1|食品:1|卫生:1],7,53.0,0.193,5.1696488217230545,2437.6359209875445,0.353794,0.0,True,1784.5
R007915,C,2,S002>S001,S002:[饮水:1|食品:2|卫生:1] S001:[医疗:1|食品:1|卫生:1],7,53.0,0.193,5.917743707330421,2437.6359209875445,0.260282,0.0,True,1474.9
R007916,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:1] S002:[医疗:1|食品:2],7,55.0,0.186,5.21800596542227,2437.6359209875445,0.347749,0.0,True,1784.5
R007917,C,2,S002>S001,S002:[饮水:1|食品:2|卫生:1] S001:[医疗:1|食品:2],7,55.0,0.186,5.996284047931099,2437.6359209875445,0.250464,0.0,True,1474.9
R007918,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:1] S002:[医疗:1|食品:2|卫生:1],8,61.0,0.22100000000000003,5.383798945203505,2503.6359209875445,0.327025,0.0,True,1718.5
R007919,C,2,S002>S001,S002:[饮水:1|食品:2|卫生:1] S001:[医疗:1|食品:2|卫生:1],8,61.0,0.22100000000000003,6.2657947261164715,2503.6359209875445,0.216776,0.0,True,1408.9
R007920,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:1] S002:[医疗:1|饮水:1],6,53.0,0.157,5.1696488217230545,2371.6359209875445,0.353794,0.0,True,1850.5
R007921,C,2,S002>S001,S002:[饮水:1|食品:2|卫生:1] S001:[医疗:1|饮水:1],6,53.0,0.157,5.917743707330421,2371.6359209875445,0.260282,0.0,True,1540.9
R007922,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:1] S002:[医疗:1|饮水:1|卫生:1],7,59.0,0.192,5.324836760478188,2437.6359209875445,0.334395,0.0,True,1784.5
R007923,C,2,S002>S001,S002:[饮水:1|食品:2|卫生:1] S001:[医疗:1|饮水:1|卫生:1],7,59.0,0.192,6.1697817287756855,2437.6359209875445,0.228777,0.0,True,1474.9
R007924,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:1] S002:[医疗:1|饮水:1|食品:1],7,61.0,0.185,5.383798945203505,2437.6359209875445,0.327025,0.0,True,1784.5
R007925,C,2,S002>S001,S002:[饮水:1|食品:2|卫生:1] S001:[医疗:1|饮水:1|食品:1],7,61.0,0.185,6.2657947261164715,2437.6359209875445,0.216776,0.0,True,1474.9
R007926,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:1] S002:[医疗:1|饮水:1|食品:1|卫生:1],8,67.0,0.22000000000000003,5.586664549477115,2503.6359209875445,0.301667,0.0,True,1718.5
R007927,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:1] S002:[医疗:1|饮水:1|食品:2],8,69.0,0.21300000000000002,5.664296230765138,2503.6359209875445,0.291963,0.0,True,1718.5
R007928,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:1] S002:[医疗:1|饮水:1|食品:2|卫生:1],9,75.0,0.248,5.934853720230073,2569.6359209875445,0.258143,0.0,True,1652.5
R007929,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:1] S002:[医疗:1|饮水:2],7,67.0,0.184,5.586664549477115,2437.6359209875445,0.301667,0.0,True,1784.5
R007930,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:1] S002:[医疗:1|饮水:2|卫生:1],8,73.0,0.21900000000000003,5.837712374510483,2503.6359209875445,0.270286,0.0,True,1718.5
R007931,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:1] S002:[医疗:1|饮水:2|食品:1],8,75.0,0.21200000000000002,5.934853720230073,2503.6359209875445,0.258143,0.0,True,1718.5
R007932,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:2] S002:[卫生:1],6,48.0,0.18800000000000003,5.0307307609521015,2371.6359209875445,0.371159,0.0,True,2453.1
R007933,C,2,S002>S001,S002:[饮水:1|食品:2|卫生:2] S001:[卫生:1],6,48.0,0.18800000000000003,5.8293914241891,2371.6359209875445,0.271326,0.0,True,1540.9
R007934,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:2] S002:[食品:1],6,50.0,0.18100000000000002,5.068112773449792,2371.6359209875445,0.366486,0.0,True,2453.1
R007935,C,2,S002>S001,S002:[饮水:1|食品:2|卫生:2] S001:[食品:1],6,50.0,0.18100000000000002,5.89646388305816,2371.6359209875445,0.262942,0.0,True,1540.9
R007936,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:2] S002:[食品:1|卫生:1],7,56.0,0.21600000000000003,5.1986596386943535,2437.6359209875445,0.350168,0.0,True,2423.1
R007937,C,2,S002>S001,S002:[饮水:1|食品:2|卫生:2] S001:[食品:1|卫生:1],7,56.0,0.21600000000000003,6.125034503038793,2437.6359209875445,0.234371,0.0,True,1474.9
R007938,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:2] S002:[食品:2],7,58.0,0.20900000000000002,5.24872807345105,2437.6359209875445,0.343909,0.0,True,2423.1
R007939,C,2,S002>S001,S002:[饮水:1|食品:2|卫生:2] S001:[食品:2],7,58.0,0.20900000000000002,6.211717609425478,2437.6359209875445,0.223535,0.0,True,1474.9
R007940,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:2] S002:[食品:2|卫生:1],8,64.0,0.24400000000000002,5.421577419793273,2503.6359209875445,0.322303,0.0,True,2393.1
R007941,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:2] S002:[饮水:1],6,56.0,0.18000000000000002,5.1986596386943535,2371.6359209875445,0.350168,0.0,True,1850.5
R007942,C,2,S002>S001,S002:[饮水:1|食品:2|卫生:2] S001:[饮水:1],6,56.0,0.18000000000000002,6.125034503038793,2371.6359209875445,0.234371,0.0,True,1540.9
R007943,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:2] S002:[饮水:1|卫生:1],7,62.0,0.21500000000000002,5.359909385560403,2437.6359209875445,0.330011,0.0,True,1784.5
R007944,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:2] S002:[饮水:1|食品:1],7,64.0,0.20800000000000002,5.421577419793273,2437.6359209875445,0.322303,0.0,True,1784.5
R007945,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:2] S002:[饮水:1|食品:1|卫生:1],8,70.0,0.24300000000000002,5.635296656881167,2503.6359209875445,0.295588,0.0,True,1718.5
R007946,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:2] S002:[饮水:1|食品:2],8,72.0,0.23600000000000004,5.717705069018962,2503.6359209875445,0.285287,0.0,True,1718.5
R007947,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:2] S002:[饮水:2],7,70.0,0.20700000000000002,5.635296656881167,2437.6359209875445,0.295588,0.0,True,1784.5
R007948,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:2] S002:[饮水:2|卫生:1],8,76.0,0.24200000000000002,5.903054469341262,2503.6359209875445,0.262118,0.0,True,1718.5
R007949,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:2] S002:[饮水:2|食品:1],8,78.0,0.23500000000000004,6.00766059731099,2503.6359209875445,0.249042,0.0,True,1718.5
R007950,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:2] S002:[医疗:1],6,45.0,0.16500000000000004,4.9803248726508915,2371.6359209875445,0.377459,0.0,True,1850.5
R007951,C,2,S002>S001,S002:[饮水:1|食品:2|卫生:2] S001:[医疗:1],6,45.0,0.16500000000000004,5.73616352474601,2371.6359209875445,0.28298,0.0,True,1540.9
R007952,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:2] S002:[医疗:1|卫生:1],7,51.0,0.2,5.087928073378447,2437.6359209875445,0.364009,0.0,True,1784.5
R007953,C,2,S002>S001,S002:[饮水:1|食品:2|卫生:2] S001:[医疗:1|卫生:1],7,51.0,0.2,5.931594086189122,2437.6359209875445,0.258551,0.0,True,1474.9
R007954,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:2] S002:[医疗:1|食品:1],7,53.0,0.19300000000000003,5.129846021725253,2437.6359209875445,0.358769,0.0,True,1784.5
R007955,C,2,S002>S001,S002:[饮水:1|食品:2|卫生:2] S001:[医疗:1|食品:1],7,53.0,0.19300000000000003,6.005263056758543,2437.6359209875445,0.249342,0.0,True,1474.9
R007956,C,2,S001>S002,S001:[饮水:1|食品:2|卫生:2] S002:[医疗:1|食品:1|卫生:1],8,59.0,0.22800000000000004,5.275096061695988,2503.6359209875445,0.340613,0.0,True,1718.5
R007957,C,2,S002>S001,S002:[饮水:1|食品:2|卫生:2] S001:[医疗:1|食品:1|卫生:1],8,59.0,0.22800000000000004,6.257301078203808,2503.6359209875445,0.217837,0.0,True,1408.9
