pattern_id,gap_id,sample_idx,tau,state_id
P002286,PG001867,10,845.176,OS000170
P002286,PG001867,11,855.176,OS000171
P002286,PG001867,12,865.176,OS000172
P002286,PG001867,13,875.176,OS000173
P002286,PG001867,14,885.176,OS000174
P002286,PG001867,15,892.066,OS000175
P002286,PG001867,16,902.066,OS000176
P002286,PG001867,17,912.066,OS000177
P002286,PG001867,18,917.357,OS011272
P002286,PG001867,19,927.357,OS011272
P002286,PG001867,20,937.357,OS011272
P002286,PG001867,21,947.357,OS011272
P002286,PG001867,22,957.357,OS011272
P002286,PG001867,23,967.357,OS011272
P002286,PG001867,24,977.357,OS011272
P002286,PG001867,25,987.357,OS011272
P002286,PG001867,26,997.357,OS011272
P002286,PG001867,27,1007.357,OS011272
P002286,PG001867,28,1017.357,OS011272
P002286,PG001867,29,1027.357,OS011272
P002286,PG001867,30,1037.357,OS011272
P002286,PG001867,31,1047.357,OS011272
P002286,PG001867,32,1057.357,OS011272
P002286,PG001867,33,1067.357,OS011272
P002286,PG001867,34,1077.357,OS011272
P002286,PG001867,35,1087.357,OS011272
P002286,PG001867,36,1097.357,OS002415
P002286,PG001867,37,1107.357,OS002416
P002286,PG001867,38,1117.357,OS002417
P002286,PG001867,39,1127.357,OS002418
P002286,PG001867,40,1137.357,OS002419
P002286,PG001867,41,1147.357,OS002420
P002286,PG001867,42,1150.231,OS002421
P002286,PG001867,43,1160.231,OS002422
P002286,PG001867,44,1170.231,OS002423
P002286,PG001867,45,1180.231,OS002424
P002286,PG001867,46,1190.231,OS002425
P002286,PG001867,47,1200.231,OS002426
P002286,PG001867,48,1210.231,OS002427
P002286,PG001867,49,1220.231,OS002428
P002286,PG001867,50,1230.231,OS002429
P002286,PG001867,51,1240.231,OS002430
P002286,PG001867,52,1250.231,OS002431
P002286,PG001867,53,1260.231,OS002432
P002286,PG001867,54,1270.231,OS002433
P002286,PG001867,55,1280.231,OS002434
P002286,PG001867,56,1290.231,OS002435
P002286,PG001867,57,1300.231,OS002436
P002286,PG001867,58,1310.231,OS002437
P002286,PG001867,59,1320.231,OS002438
P002286,PG001867,60,1330.231,OS002439
P002286,PG001867,61,1340.231,OS002440
P002286,PG001867,62,1350.231,OS002441
P002286,PG001867,63,1360.231,OS002442
P002286,PG001867,64,1370.231,OS002443
P002286,PG001867,65,1380.231,OS002444
P002286,PG001867,66,1390.231,OS002445
P002286,PG001867,67,1400.231,OS002446
P002286,PG001867,68,1410.231,OS002447
P002286,PG001867,69,1420.231,OS002448
P002286,PG001867,70,1430.231,OS002449
P002286,PG001867,71,1440.231,OS002450
P002286,PG001867,72,1450.231,OS002451
P002286,PG001867,73,1460.231,OS002452
P002286,PG001867,74,1470.231,OS002453
P002286,PG001867,75,1480.231,OS002454
P002286,PG001867,76,1490.231,OS002455
P002286,PG001867,77,1500.231,OS002456
P002286,PG001867,78,1510.231,OS002457
P002286,PG001867,79,1520.231,OS002458
P002286,PG001867,80,1530.231,OS002459
P002286,PG001867,81,1540.231,OS002460
P002286,PG001867,82,1550.231,OS002461
P002286,PG001867,83,1560.231,OS002462
P002286,PG001867,84,1568.419,OS002463
P002286,PG001867,85,1578.419,OS002464
P002286,PG001867,86,1588.419,OS002465
P002286,PG001867,87,1598.419,OS002466
P002286,PG001867,88,1608.419,OS002467
P002286,PG001867,89,1615.507,OS011271
P002286,PG001867,90,1625.507,OS011271
P002286,PG001867,91,1635.507,OS011271
P002286,PG001867,92,1645.507,OS011271
P002286,PG001867,93,1655.507,OS011271
P002286,PG001867,94,1665.507,OS011271
P002286,PG001867,95,1675.507,OS011271
P002286,PG001867,96,1685.507,OS011271
P002286,PG001867,97,1695.507,OS011271
P002286,PG001867,98,1705.507,OS011271
P002286,PG001867,99,1715.507,OS011271
P002286,PG001867,100,1725.507,OS011271
P002286,PG001867,101,1735.507,OS011271
P002286,PG001867,102,1745.507,OS011271
P002286,PG001867,103,1755.507,OS011271
P002286,PG001867,104,1765.507,OS011271
P002286,PG001867,105,1775.507,OS011271
P002286,PG001867,106,1785.507,OS011271
P002286,PG001867,107,1795.507,OS002031
P002286,PG001867,108,1805.507,OS002032
P002286,PG001867,109,1815.507,OS002033
P002286,PG001867,110,1825.507,OS002034
P002286,PG001867,111,1829.51,OS002035
P002286,PG001867,112,1839.51,OS002036
P002286,PG001867,113,1849.51,OS002037
P002286,PG001867,114,1859.51,OS002038
P002286,PG001867,115,1869.51,OS002039
P002286,PG001867,116,1879.51,OS002040
P002286,PG001867,117,1889.51,OS002041
P002286,PG001867,118,1899.51,OS002042
P002286,PG001867,119,1909.51,OS002043
P002286,PG001867,120,1919.51,OS002044
P002286,PG001867,121,1929.51,OS002045
P002286,PG001867,122,1939.51,OS002046
P002286,PG001867,123,1949.51,OS002047
P002286,PG001867,124,1959.51,OS002048
P002286,PG001867,125,1969.51,OS002049
P002286,PG001867,126,1979.51,OS002050
P002286,PG001867,127,1989.51,OS002051
P002286,PG001867,128,1999.51,OS002052
P002286,PG001867,129,2009.51,OS002053
P002286,PG001867,130,2019.51,OS002054
P002286,PG001867,131,2029.51,OS002055
P002286,PG001867,132,2039.51,OS002056
P002286,PG001867,133,2049.51,OS002057
P002286,PG001867,134,2059.51,OS002058
P002286,PG001867,135,2069.51,OS002059
P002286,PG001867,136,2079.51,OS002060
P002286,PG001867,137,2089.51,OS002061
P002286,PG001867,138,2099.51,OS002062
P002286,PG001867,139,2109.51,OS002063
P002286,PG001867,140,2119.51,OS002064
P002290,PG001868,0,811.736,OS000124
P002290,PG001868,1,821.736,OS000125
P002290,PG001868,2,831.736,OS000126
P002290,PG001868,3,841.736,OS000127
P002290,PG001868,4,851.736,OS000128
P002290,PG001868,5,861.736,OS000129
P002290,PG001868,6,871.736,OS000130
P002290,PG001868,7,881.736,OS000131
P002290,PG001868,8,891.736,OS000132
P002290,PG001868,9,901.736,OS000133
P002290,PG001868,10,911.736,OS000134
P002290,PG001868,11,921.736,OS000135
P002290,PG001868,12,931.736,OS000136
P002290,PG001868,13,941.736,OS000137
P002290,PG001868,14,951.736,OS000138
P002290,PG001868,15,961.736,OS000139
P002290,PG001868,16,971.736,OS000140
P002290,PG001868,17,981.736,OS000141
P002290,PG001868,18,991.736,OS000142
P002290,PG001868,19,1001.736,OS000143
P002290,PG001868,20,1011.736,OS000144
P002290,PG001868,21,1021.736,OS000145
P002290,PG001868,22,1031.736,OS000146
P002290,PG001868,23,1041.736,OS000147
P002290,PG001868,24,1051.736,OS000148
P002290,PG001868,25,1061.736,OS000149
P002290,PG001868,26,1071.736,OS000150
P002290,PG001868,27,1081.736,OS000151
P002290,PG001868,28,1091.736,OS000152
P002290,PG001868,29,1101.736,OS000153
P002290,PG001868,30,1111.736,OS000154
P002290,PG001868,31,1117.525,OS000155
P002290,PG001868,32,1127.525,OS000156
P002290,PG001868,33,1137.525,OS000157
P002290,PG001868,34,1147.525,OS000158
P002290,PG001868,35,1157.525,OS000159
P002290,PG001868,36,1158.329,OS011271
P002290,PG001868,37,1168.329,OS011271
P002290,PG001868,38,1178.329,OS011271
P002290,PG001868,39,1188.329,OS011271
P002290,PG001868,40,1198.329,OS011271
P002290,PG001868,41,1208.329,OS011271
P002290,PG001868,42,1218.329,OS011271
P002290,PG001868,43,1228.329,OS011271
P002290,PG001868,44,1238.329,OS011271
P002290,PG001868,45,1248.329,OS011271
P002290,PG001868,46,1258.329,OS011271
P002290,PG001868,47,1268.329,OS011271
P002290,PG001868,48,1278.329,OS011271
P002290,PG001868,49,1288.329,OS011271
P002290,PG001868,50,1298.329,OS011271
P002290,PG001868,51,1308.329,OS011271
P002290,PG001868,52,1318.329,OS011271
P002290,PG001868,53,1328.329,OS011271
P002290,PG001868,54,1338.329,OS002220
P002290,PG001868,55,1348.329,OS002221
P002290,PG001868,56,1358.329,OS002222
P002290,PG001868,57,1368.329,OS002223
P002290,PG001868,58,1378.329,OS002224
P002290,PG001868,59,1385.668,OS002225
P002290,PG001868,60,1395.668,OS002226
P002290,PG001868,61,1405.668,OS002227
P002290,PG001868,62,1415.668,OS002228
P002290,PG001868,63,1425.668,OS002229
P002290,PG001868,64,1435.668,OS002230
P002290,PG001868,65,1445.668,OS002231
P002290,PG001868,66,1455.668,OS002232
P002290,PG001868,67,1465.668,OS002233
P002290,PG001868,68,1475.668,OS002234
P002290,PG001868,69,1485.668,OS002235
P002290,PG001868,70,1495.668,OS002236
P002290,PG001868,71,1505.668,OS002237
P002290,PG001868,72,1515.668,OS002238
P002290,PG001868,73,1525.668,OS002239
P002290,PG001868,74,1535.668,OS002240
P002290,PG001868,75,1545.668,OS002241
P002290,PG001868,76,1555.668,OS002242
P002290,PG001868,77,1565.668,OS002243
P002291,PG001869,0,1200.893,OS003065
P002291,PG001869,1,1210.893,OS003066
P002291,PG001869,2,1220.893,OS003067
P002291,PG001869,3,1230.893,OS003068
P002291,PG001869,4,1240.893,OS003069
P002291,PG001869,5,1250.893,OS003070
P002291,PG001869,6,1260.893,OS003071
P002291,PG001869,7,1270.893,OS003072
P002291,PG001869,8,1280.893,OS003073
P002291,PG001869,9,1290.893,OS003074
P002291,PG001869,10,1300.893,OS003075
P002291,PG001869,11,1310.893,OS003076
P002291,PG001869,12,1320.893,OS003077
P002291,PG001869,13,1330.893,OS003078
P002291,PG001869,14,1340.893,OS003079
P002291,PG001869,15,1350.893,OS003080
P002291,PG001869,16,1360.893,OS003081
P002291,PG001869,17,1370.893,OS003082
P002291,PG001869,18,1376.578,OS003083
P002291,PG001869,19,1386.578,OS003084
P002291,PG001869,20,1396.578,OS003085
P002291,PG001869,21,1406.578,OS003086
P002291,PG001869,22,1416.578,OS003087
P002291,PG001869,23,1426.578,OS003088
P002291,PG001869,24,1433.385,OS011271
P002291,PG001869,25,1443.385,OS011271
P002291,PG001869,26,1453.385,OS011271
P002291,PG001869,27,1463.385,OS011271
P002291,PG001869,28,1473.385,OS011271
P002291,PG001869,29,1483.385,OS011271
P002291,PG001869,30,1493.385,OS011271
P002291,PG001869,31,1503.385,OS011271
P002291,PG001869,32,1513.385,OS011271
P002291,PG001869,33,1523.385,OS011271
P002291,PG001869,34,1533.385,OS011271
P002291,PG001869,35,1543.385,OS011271
P002291,PG001869,36,1553.385,OS011271
P002291,PG001869,37,1563.385,OS011271
P002291,PG001869,38,1573.385,OS011271
P002291,PG001869,39,1583.385,OS011271
P002291,PG001869,40,1593.385,OS011271
P002291,PG001869,41,1603.385,OS011271
P002291,PG001869,42,1613.385,OS002031
P002291,PG001869,43,1623.385,OS002032
P002291,PG001869,44,1633.385,OS002033
P002291,PG001869,45,1643.385,OS002034
P002291,PG001869,46,1647.388,OS002035
P002291,PG001869,47,1657.388,OS002036
P002291,PG001869,48,1667.388,OS002037
P002291,PG001869,49,1677.388,OS002038
P002291,PG001869,50,1687.388,OS002039
P002291,PG001869,51,1697.388,OS002040
P002291,PG001869,52,1707.388,OS002041
P002291,PG001869,53,1717.388,OS002042
P002291,PG001869,54,1727.388,OS002043
P002291,PG001869,55,1737.388,OS002044
P002291,PG001869,56,1747.388,OS002045
P002291,PG001869,57,1757.388,OS002046
P002291,PG001869,58,1767.388,OS002047
P002291,PG001869,59,1777.388,OS002048
P002291,PG001869,60,1787.388,OS002049
P002291,PG001869,61,1797.388,OS002050
P002291,PG001869,62,1807.388,OS002051
P002291,PG001869,63,1817.388,OS002052
P002291,PG001869,64,1827.388,OS002053
P002291,PG001869,65,1837.388,OS002054
P002291,PG001869,66,1847.388,OS002055
P002291,PG001869,67,1857.388,OS002056
P002291,PG001869,68,1867.388,OS002057
P002291,PG001869,69,1877.388,OS002058
P002291,PG001869,70,1887.388,OS002059
P002291,PG001869,71,1897.388,OS002060
P002291,PG001869,72,1907.388,OS002061
P002291,PG001869,73,1917.388,OS002062
P002291,PG001869,74,1927.388,OS002063
P002291,PG001869,75,1937.388,OS002064
P002292,PG001870,0,811.736,OS000124
P002292,PG001870,1,821.736,OS000125
P002292,PG001870,2,831.736,OS000126
P002292,PG001870,3,841.736,OS000127
P002292,PG001870,4,851.736,OS000128
P002292,PG001870,5,861.736,OS000129
P002292,PG001870,6,871.736,OS000130
P002292,PG001870,7,881.736,OS000131
P002292,PG001870,8,891.736,OS000132
P002292,PG001870,9,901.736,OS000133
P002292,PG001870,10,911.736,OS000134
P002292,PG001870,11,921.736,OS000135
P002292,PG001870,12,931.736,OS000136
P002292,PG001870,13,941.736,OS000137
P002292,PG001870,14,951.736,OS000138
P002292,PG001870,15,961.736,OS000139
P002292,PG001870,16,971.736,OS000140
P002292,PG001870,17,981.736,OS000141
P002292,PG001870,18,991.736,OS000142
P002292,PG001870,19,1001.736,OS000143
P002292,PG001870,20,1011.736,OS000144
P002292,PG001870,21,1021.736,OS000145
P002292,PG001870,22,1031.736,OS000146
P002292,PG001870,23,1041.736,OS000147
P002292,PG001870,24,1051.736,OS000148
P002292,PG001870,25,1061.736,OS000149
P002292,PG001870,26,1071.736,OS000150
P002292,PG001870,27,1081.736,OS000151
P002292,PG001870,28,1091.736,OS000152
P002292,PG001870,29,1101.736,OS000153
P002292,PG001870,30,1111.736,OS000154
P002292,PG001870,31,1117.525,OS000155
P002292,PG001870,32,1127.525,OS000156
P002292,PG001870,33,1137.525,OS000157
P002292,PG001870,34,1147.525,OS000158
P002292,PG001870,35,1157.525,OS000159
P002292,PG001870,36,1158.329,OS011271
P002292,PG001870,37,1168.329,OS011271
P002292,PG001870,38,1178.329,OS011271
P002292,PG001870,39,1188.329,OS011271
P002292,PG001870,40,1198.329,OS011271
P002292,PG001870,41,1208.329,OS011271
P002292,PG001870,42,1218.329,OS011271
P002292,PG001870,43,1228.329,OS011271
P002292,PG001870,44,1238.329,OS011271
P002292,PG001870,45,1248.329,OS011271
P002292,PG001870,46,1258.329,OS011271
P002292,PG001870,47,1268.329,OS011271
P002292,PG001870,48,1278.329,OS011271
P002292,PG001870,49,1288.329,OS011271
P002292,PG001870,50,1298.329,OS011271
P002292,PG001870,51,1308.329,OS011271
P002292,PG001870,52,1318.329,OS011271
P002292,PG001870,53,1328.329,OS011271
P002292,PG001870,54,1338.329,OS002220
P002292,PG001870,55,1348.329,OS002221
P002292,PG001870,56,1358.329,OS002222
P002292,PG001870,57,1368.329,OS002223
P002292,PG001870,58,1378.329,OS002224
P002292,PG001870,59,1385.668,OS002225
P002292,PG001870,60,1395.668,OS002226
P002292,PG001870,61,1405.668,OS002227
P002292,PG001870,62,1415.668,OS002228
P002292,PG001870,63,1425.668,OS002229
P002292,PG001870,64,1435.668,OS002230
P002292,PG001870,65,1445.668,OS002231
P002292,PG001870,66,1455.668,OS002232
P002292,PG001870,67,1465.668,OS002233
P002292,PG001870,68,1475.668,OS002234
P002292,PG001870,69,1485.668,OS002235
P002292,PG001870,70,1495.668,OS002236
P002292,PG001870,71,1505.668,OS002237
P002292,PG001870,72,1515.668,OS002238
P002292,PG001870,73,1525.668,OS002239
P002292,PG001870,74,1535.668,OS002240
P002292,PG001870,75,1545.668,OS002241
P002292,PG001870,76,1555.668,OS002242
P002292,PG001870,77,1565.668,OS002243
P002293,PG001871,0,1200.893,OS003065
P002293,PG001871,1,1210.893,OS003066
P002293,PG001871,2,1220.893,OS003067
P002293,PG001871,3,1230.893,OS003068
P002293,PG001871,4,1240.893,OS003069
P002293,PG001871,5,1250.893,OS003070
P002293,PG001871,6,1260.893,OS003071
P002293,PG001871,7,1270.893,OS003072
P002293,PG001871,8,1280.893,OS003073
P002293,PG001871,9,1290.893,OS003074
P002293,PG001871,10,1300.893,OS003075
P002293,PG001871,11,1310.893,OS003076
P002293,PG001871,12,1320.893,OS003077
P002293,PG001871,13,1330.893,OS003078
P002293,PG001871,14,1340.893,OS003079
P002293,PG001871,15,1350.893,OS003080
P002293,PG001871,16,1360.893,OS003081
P002293,PG001871,17,1370.893,OS003082
P002293,PG001871,18,1376.578,OS003083
P002293,PG001871,19,1386.578,OS003084
P002293,PG001871,20,1396.578,OS003085
P002293,PG001871,21,1406.578,OS003086
P002293,PG001871,22,1416.578,OS003087
P002293,PG001871,23,1426.578,OS003088
P002293,PG001871,24,1433.385,OS011271
P002293,PG001871,25,1443.385,OS011271
P002293,PG001871,26,1453.385,OS011271
P002293,PG001871,27,1463.385,OS011271
P002293,PG001871,28,1473.385,OS011271
P002293,PG001871,29,1483.385,OS011271
P002293,PG001871,30,1493.385,OS011271
P002293,PG001871,31,1503.385,OS011271
P002293,PG001871,32,1513.385,OS011271
P002293,PG001871,33,1523.385,OS011271
P002293,PG001871,34,1533.385,OS011271
P002293,PG001871,35,1543.385,OS011271
P002293,PG001871,36,1553.385,OS011271
P002293,PG001871,37,1563.385,OS011271
P002293,PG001871,38,1573.385,OS011271
P002293,PG001871,39,1583.385,OS011271
P002293,PG001871,40,1593.385,OS011271
P002293,PG001871,41,1603.385,OS011271
P002293,PG001871,42,1613.385,OS002031
P002293,PG001871,43,1623.385,OS002032
P002293,PG001871,44,1633.385,OS002033
P002293,PG001871,45,1643.385,OS002034
P002293,PG001871,46,1647.388,OS002035
P002293,PG001871,47,1657.388,OS002036
P002293,PG001871,48,1667.388,OS002037
P002293,PG001871,49,1677.388,OS002038
P002293,PG001871,50,1687.388,OS002039
P002293,PG001871,51,1697.388,OS002040
P002293,PG001871,52,1707.388,OS002041
P002293,PG001871,53,1717.388,OS002042
P002293,PG001871,54,1727.388,OS002043
P002293,PG001871,55,1737.388,OS002044
P002293,PG001871,56,1747.388,OS002045
P002293,PG001871,57,1757.388,OS002046
P002293,PG001871,58,1767.388,OS002047
P002293,PG001871,59,1777.388,OS002048
P002293,PG001871,60,1787.388,OS002049
P002293,PG001871,61,1797.388,OS002050
P002293,PG001871,62,1807.388,OS002051
P002293,PG001871,63,1817.388,OS002052
P002293,PG001871,64,1827.388,OS002053
P002293,PG001871,65,1837.388,OS002054
P002293,PG001871,66,1847.388,OS002055
P002293,PG001871,67,1857.388,OS002056
P002293,PG001871,68,1867.388,OS002057
P002293,PG001871,69,1877.388,OS002058
P002293,PG001871,70,1887.388,OS002059
P002293,PG001871,71,1897.388,OS002060
P002293,PG001871,72,1907.388,OS002061
P002293,PG001871,73,1917.388,OS002062
P002293,PG001871,74,1927.388,OS002063
P002293,PG001871,75,1937.388,OS002064
P002294,PG001872,0,811.736,OS000124
P002294,PG001872,1,821.736,OS000125
P002294,PG001872,2,831.736,OS000126
P002294,PG001872,3,841.736,OS000127
P002294,PG001872,4,851.736,OS000128
P002294,PG001872,5,861.736,OS000129
P002294,PG001872,6,871.736,OS000130
P002294,PG001872,7,881.736,OS000131
P002294,PG001872,8,891.736,OS000132
P002294,PG001872,9,901.736,OS000133
P002294,PG001872,10,911.736,OS000134
P002294,PG001872,11,921.736,OS000135
P002294,PG001872,12,931.736,OS000136
P002294,PG001872,13,941.736,OS000137
P002294,PG001872,14,951.736,OS000138
P002294,PG001872,15,961.736,OS000139
P002294,PG001872,16,971.736,OS000140
P002294,PG001872,17,981.736,OS000141
P002294,PG001872,18,991.736,OS000142
P002294,PG001872,19,1001.736,OS000143
P002294,PG001872,20,1011.736,OS000144
P002294,PG001872,21,1021.736,OS000145
P002294,PG001872,22,1031.736,OS000146
P002294,PG001872,23,1041.736,OS000147
P002294,PG001872,24,1051.736,OS000148
P002294,PG001872,25,1061.736,OS000149
P002294,PG001872,26,1071.736,OS000150
P002294,PG001872,27,1081.736,OS000151
P002294,PG001872,28,1091.736,OS000152
P002294,PG001872,29,1101.736,OS000153
P002294,PG001872,30,1111.736,OS000154
P002294,PG001872,31,1117.525,OS000155
P002294,PG001872,32,1127.525,OS000156
P002294,PG001872,33,1137.525,OS000157
P002294,PG001872,34,1147.525,OS000158
P002294,PG001872,35,1157.525,OS000159
P002294,PG001872,36,1158.329,OS011271
P002294,PG001872,37,1168.329,OS011271
P002294,PG001872,38,1178.329,OS011271
P002294,PG001872,39,1188.329,OS011271
P002294,PG001872,40,1198.329,OS011271
P002294,PG001872,41,1208.329,OS011271
P002294,PG001872,42,1218.329,OS011271
P002294,PG001872,43,1228.329,OS011271
P002294,PG001872,44,1238.329,OS011271
P002294,PG001872,45,1248.329,OS011271
P002294,PG001872,46,1258.329,OS011271
P002294,PG001872,47,1268.329,OS011271
P002294,PG001872,48,1278.329,OS011271
P002294,PG001872,49,1288.329,OS011271
P002294,PG001872,50,1298.329,OS011271
P002294,PG001872,51,1308.329,OS011271
P002294,PG001872,52,1318.329,OS011271
P002294,PG001872,53,1328.329,OS011271
P002294,PG001872,54,1338.329,OS002220
P002294,PG001872,55,1348.329,OS002221
P002294,PG001872,56,1358.329,OS002222
P002294,PG001872,57,1368.329,OS002223
P002294,PG001872,58,1378.329,OS002224
P002294,PG001872,59,1385.668,OS002225
P002294,PG001872,60,1395.668,OS002226
P002294,PG001872,61,1405.668,OS002227
P002294,PG001872,62,1415.668,OS002228
P002294,PG001872,63,1425.668,OS002229
P002294,PG001872,64,1435.668,OS002230
P002294,PG001872,65,1445.668,OS002231
P002294,PG001872,66,1455.668,OS002232
P002294,PG001872,67,1465.668,OS002233
P002294,PG001872,68,1475.668,OS002234
P002294,PG001872,69,1485.668,OS002235
P002294,PG001872,70,1495.668,OS002236
P002294,PG001872,71,1505.668,OS002237
P002294,PG001872,72,1515.668,OS002238
P002294,PG001872,73,1525.668,OS002239
P002294,PG001872,74,1535.668,OS002240
P002294,PG001872,75,1545.668,OS002241
P002294,PG001872,76,1555.668,OS002242
P002294,PG001872,77,1565.668,OS002243
P002295,PG001873,0,1200.893,OS003065
P002295,PG001873,1,1210.893,OS003066
P002295,PG001873,2,1220.893,OS003067
P002295,PG001873,3,1230.893,OS003068
P002295,PG001873,4,1240.893,OS003069
P002295,PG001873,5,1250.893,OS003070
P002295,PG001873,6,1260.893,OS003071
P002295,PG001873,7,1270.893,OS003072
P002295,PG001873,8,1280.893,OS003073
P002295,PG001873,9,1290.893,OS003074
P002295,PG001873,10,1300.893,OS003075
P002295,PG001873,11,1310.893,OS003076
P002295,PG001873,12,1320.893,OS003077
P002295,PG001873,13,1330.893,OS003078
P002295,PG001873,14,1340.893,OS003079
P002295,PG001873,15,1350.893,OS003080
P002295,PG001873,16,1360.893,OS003081
P002295,PG001873,17,1370.893,OS003082
P002295,PG001873,18,1376.578,OS003083
P002295,PG001873,19,1386.578,OS003084
P002295,PG001873,20,1396.578,OS003085
P002295,PG001873,21,1406.578,OS003086
P002295,PG001873,22,1416.578,OS003087
P002295,PG001873,23,1426.578,OS003088
P002295,PG001873,24,1433.385,OS011271
P002295,PG001873,25,1443.385,OS011271
P002295,PG001873,26,1453.385,OS011271
P002295,PG001873,27,1463.385,OS011271
P002295,PG001873,28,1473.385,OS011271
P002295,PG001873,29,1483.385,OS011271
P002295,PG001873,30,1493.385,OS011271
P002295,PG001873,31,1503.385,OS011271
P002295,PG001873,32,1513.385,OS011271
P002295,PG001873,33,1523.385,OS011271
P002295,PG001873,34,1533.385,OS011271
P002295,PG001873,35,1543.385,OS011271
P002295,PG001873,36,1553.385,OS011271
P002295,PG001873,37,1563.385,OS011271
P002295,PG001873,38,1573.385,OS011271
P002295,PG001873,39,1583.385,OS011271
P002295,PG001873,40,1593.385,OS011271
P002295,PG001873,41,1603.385,OS011271
P002295,PG001873,42,1613.385,OS002031
P002295,PG001873,43,1623.385,OS002032
P002295,PG001873,44,1633.385,OS002033
P002295,PG001873,45,1643.385,OS002034
P002295,PG001873,46,1647.388,OS002035
P002295,PG001873,47,1657.388,OS002036
P002295,PG001873,48,1667.388,OS002037
P002295,PG001873,49,1677.388,OS002038
P002295,PG001873,50,1687.388,OS002039
P002295,PG001873,51,1697.388,OS002040
P002295,PG001873,52,1707.388,OS002041
P002295,PG001873,53,1717.388,OS002042
P002295,PG001873,54,1727.388,OS002043
P002295,PG001873,55,1737.388,OS002044
P002295,PG001873,56,1747.388,OS002045
P002295,PG001873,57,1757.388,OS002046
P002295,PG001873,58,1767.388,OS002047
P002295,PG001873,59,1777.388,OS002048
P002295,PG001873,60,1787.388,OS002049
P002295,PG001873,61,1797.388,OS002050
P002295,PG001873,62,1807.388,OS002051
P002295,PG001873,63,1817.388,OS002052
P002295,PG001873,64,1827.388,OS002053
P002295,PG001873,65,1837.388,OS002054
P002295,PG001873,66,1847.388,OS002055
P002295,PG001873,67,1857.388,OS002056
P002295,PG001873,68,1867.388,OS002057
P002295,PG001873,69,1877.388,OS002058
P002295,PG001873,70,1887.388,OS002059
P002295,PG001873,71,1897.388,OS002060
P002295,PG001873,72,1907.388,OS002061
P002295,PG001873,73,1917.388,OS002062
P002295,PG001873,74,1927.388,OS002063
P002295,PG001873,75,1937.388,OS002064
P002296,PG001874,0,811.736,OS000124
P002296,PG001874,1,821.736,OS000125
P002296,PG001874,2,831.736,OS000126
P002296,PG001874,3,841.736,OS000127
P002296,PG001874,4,851.736,OS000128
P002296,PG001874,5,861.736,OS000129
P002296,PG001874,6,871.736,OS000130
P002296,PG001874,7,881.736,OS000131
P002296,PG001874,8,891.736,OS000132
P002296,PG001874,9,901.736,OS000133
P002296,PG001874,10,911.736,OS000134
P002296,PG001874,11,921.736,OS000135
P002296,PG001874,12,931.736,OS000136
P002296,PG001874,13,941.736,OS000137
P002296,PG001874,14,951.736,OS000138
P002296,PG001874,15,961.736,OS000139
P002296,PG001874,16,971.736,OS000140
P002296,PG001874,17,981.736,OS000141
P002296,PG001874,18,991.736,OS000142
P002296,PG001874,19,1001.736,OS000143
P002296,PG001874,20,1011.736,OS000144
P002296,PG001874,21,1021.736,OS000145
P002296,PG001874,22,1031.736,OS000146
P002296,PG001874,23,1041.736,OS000147
P002296,PG001874,24,1051.736,OS000148
P002296,PG001874,25,1061.736,OS000149
P002296,PG001874,26,1071.736,OS000150
P002296,PG001874,27,1081.736,OS000151
P002296,PG001874,28,1091.736,OS000152
P002296,PG001874,29,1101.736,OS000153
P002296,PG001874,30,1111.736,OS000154
P002296,PG001874,31,1117.525,OS000155
P002296,PG001874,32,1127.525,OS000156
P002296,PG001874,33,1137.525,OS000157
P002296,PG001874,34,1147.525,OS000158
P002296,PG001874,35,1157.525,OS000159
P002296,PG001874,36,1158.329,OS011271
P002296,PG001874,37,1168.329,OS011271
P002296,PG001874,38,1178.329,OS011271
P002296,PG001874,39,1188.329,OS011271
P002296,PG001874,40,1198.329,OS011271
P002296,PG001874,41,1208.329,OS011271
P002296,PG001874,42,1218.329,OS011271
P002296,PG001874,43,1228.329,OS011271
P002296,PG001874,44,1238.329,OS011271
P002296,PG001874,45,1248.329,OS011271
P002296,PG001874,46,1258.329,OS011271
P002296,PG001874,47,1268.329,OS011271
P002296,PG001874,48,1278.329,OS011271
P002296,PG001874,49,1288.329,OS011271
P002296,PG001874,50,1298.329,OS011271
P002296,PG001874,51,1308.329,OS011271
P002296,PG001874,52,1318.329,OS011271
P002296,PG001874,53,1328.329,OS011271
P002296,PG001874,54,1338.329,OS002220
P002296,PG001874,55,1348.329,OS002221
P002296,PG001874,56,1358.329,OS002222
P002296,PG001874,57,1368.329,OS002223
P002296,PG001874,58,1378.329,OS002224
P002296,PG001874,59,1385.668,OS002225
P002296,PG001874,60,1395.668,OS002226
P002296,PG001874,61,1405.668,OS002227
P002296,PG001874,62,1415.668,OS002228
P002296,PG001874,63,1425.668,OS002229
P002296,PG001874,64,1435.668,OS002230
P002296,PG001874,65,1445.668,OS002231
P002296,PG001874,66,1455.668,OS002232
P002296,PG001874,67,1465.668,OS002233
P002296,PG001874,68,1475.668,OS002234
P002296,PG001874,69,1485.668,OS002235
P002296,PG001874,70,1495.668,OS002236
P002296,PG001874,71,1505.668,OS002237
P002296,PG001874,72,1515.668,OS002238
P002296,PG001874,73,1525.668,OS002239
P002296,PG001874,74,1535.668,OS002240
P002296,PG001874,75,1545.668,OS002241
