task_id,gap_id,sample_idx,tau,state_id
R014064,G003132,49,1419.562,OS013139
R014064,G003132,50,1429.562,OS013139
R014064,G003132,51,1439.562,OS013139
R014064,G003132,52,1449.562,OS013139
R014064,G003132,53,1459.562,OS013139
R014064,G003132,54,1469.562,OS013139
R014064,G003132,55,1479.562,OS013139
R014064,G003132,56,1489.562,OS013139
R014064,G003132,57,1499.562,OS013139
R014064,G003132,58,1509.562,OS013139
R014064,G003132,59,1519.562,OS013139
R014064,G003132,60,1529.562,OS013139
R014064,G003132,61,1539.562,OS013139
R014064,G003132,62,1549.562,OS009725
R014064,G003132,63,1559.562,OS009726
R014064,G003132,64,1569.562,OS009727
R014064,G003132,65,1579.562,OS009728
R014064,G003132,66,1589.562,OS009729
R014064,G003132,67,1599.562,OS009730
R014064,G003132,68,1609.562,OS009731
R014064,G003132,69,1619.562,OS009732
R014064,G003132,70,1621.753,OS009733
R014064,G003132,71,1631.753,OS009734
R014064,G003132,72,1641.753,OS009735
R014064,G003132,73,1651.753,OS009736
R014064,G003132,74,1661.753,OS009737
R014064,G003132,75,1671.753,OS009738
R014064,G003132,76,1681.753,OS009739
R014064,G003132,77,1691.753,OS009740
R014064,G003132,78,1701.753,OS009741
R014064,G003132,79,1711.753,OS009742
R014064,G003132,80,1721.753,OS009743
R014064,G003132,81,1731.753,OS009744
R014064,G003132,82,1741.753,OS009745
R014064,G003132,83,1751.753,OS009746
R014064,G003132,84,1761.753,OS009747
R014064,G003132,85,1771.753,OS009748
R014064,G003132,86,1781.753,OS009749
R014068,G003133,0,848.216,OS008718
R014068,G003133,1,858.216,OS008719
R014068,G003133,2,868.216,OS008720
R014068,G003133,3,878.216,OS008721
R014068,G003133,4,888.216,OS008722
R014068,G003133,5,898.216,OS008723
R014068,G003133,6,908.216,OS008724
R014068,G003133,7,918.216,OS008725
R014068,G003133,8,928.216,OS008726
R014068,G003133,9,938.216,OS008727
R014068,G003133,10,948.216,OS008728
R014068,G003133,11,958.216,OS008729
R014068,G003133,12,968.216,OS008730
R014068,G003133,13,978.216,OS008731
R014068,G003133,14,988.216,OS008732
R014068,G003133,15,998.216,OS008733
R014068,G003133,16,1008.216,OS008734
R014068,G003133,17,1014.592,OS008735
R014068,G003133,18,1024.592,OS008736
R014068,G003133,19,1034.592,OS008737
R014068,G003133,20,1044.592,OS008738
R014068,G003133,21,1054.592,OS008739
R014068,G003133,22,1064.592,OS008740
R014068,G003133,23,1074.592,OS008741
R014068,G003133,24,1084.592,OS008742
R014068,G003133,25,1094.592,OS008743
R014068,G003133,26,1099.562,OS013139
R014068,G003133,27,1109.562,OS013139
R014068,G003133,28,1119.562,OS013139
R014068,G003133,29,1129.562,OS013139
R014068,G003133,30,1139.562,OS013139
R014068,G003133,31,1149.562,OS013139
R014068,G003133,32,1159.562,OS013139
R014068,G003133,33,1169.562,OS013139
R014068,G003133,34,1179.562,OS013139
R014068,G003133,35,1189.562,OS013139
R014068,G003133,36,1199.562,OS013139
R014068,G003133,37,1209.562,OS013139
R014068,G003133,38,1219.562,OS013139
R014068,G003133,39,1229.562,OS013139
R014068,G003133,40,1239.562,OS013139
R014068,G003133,41,1249.562,OS013139
R014068,G003133,42,1259.562,OS013139
R014068,G003133,43,1269.562,OS013139
R014068,G003133,44,1279.562,OS013139
R014068,G003133,45,1289.562,OS013139
R014068,G003133,46,1299.562,OS013139
R014068,G003133,47,1309.562,OS013139
R014068,G003133,48,1315.562,OS009725
R014068,G003133,49,1325.562,OS009726
R014068,G003133,50,1335.562,OS009727
R014068,G003133,51,1345.562,OS009728
R014068,G003133,52,1355.562,OS009729
R014068,G003133,53,1365.562,OS009730
R014068,G003133,54,1375.562,OS009731
R014068,G003133,55,1385.562,OS009732
R014068,G003133,56,1387.753,OS009733
R014068,G003133,57,1397.753,OS009734
R014068,G003133,58,1407.753,OS009735
R014068,G003133,59,1417.753,OS009736
R014068,G003133,60,1427.753,OS009737
R014068,G003133,61,1437.753,OS009738
R014068,G003133,62,1447.753,OS009739
R014068,G003133,63,1457.753,OS009740
R014068,G003133,64,1467.753,OS009741
R014068,G003133,65,1477.753,OS009742
R014068,G003133,66,1487.753,OS009743
R014068,G003133,67,1497.753,OS009744
R014068,G003133,68,1507.753,OS009745
R014068,G003133,69,1517.753,OS009746
R014068,G003133,70,1527.753,OS009747
R014068,G003133,71,1537.753,OS009748
R014068,G003133,72,1547.753,OS009749
R014072,G003134,0,848.216,OS008718
R014072,G003134,1,858.216,OS008719
R014072,G003134,2,868.216,OS008720
R014072,G003134,3,878.216,OS008721
R014072,G003134,4,888.216,OS008722
R014072,G003134,5,898.216,OS008723
R014072,G003134,6,908.216,OS008724
R014072,G003134,7,918.216,OS008725
R014072,G003134,8,928.216,OS008726
R014072,G003134,9,938.216,OS008727
R014072,G003134,10,948.216,OS008728
R014072,G003134,11,958.216,OS008729
R014072,G003134,12,968.216,OS008730
R014072,G003134,13,978.216,OS008731
R014072,G003134,14,988.216,OS008732
R014072,G003134,15,998.216,OS008733
R014072,G003134,16,1008.216,OS008734
R014072,G003134,17,1014.592,OS008735
R014072,G003134,18,1024.592,OS008736
R014072,G003134,19,1034.592,OS008737
R014072,G003134,20,1044.592,OS008738
R014072,G003134,21,1054.592,OS008739
R014072,G003134,22,1064.592,OS008740
R014072,G003134,23,1074.592,OS008741
R014072,G003134,24,1084.592,OS008742
R014072,G003134,25,1094.592,OS008743
R014072,G003134,26,1099.562,OS013139
R014072,G003134,27,1109.562,OS013139
R014072,G003134,28,1119.562,OS013139
R014072,G003134,29,1129.562,OS013139
R014072,G003134,30,1139.562,OS013139
R014072,G003134,31,1149.562,OS013139
R014072,G003134,32,1159.562,OS013139
R014072,G003134,33,1169.562,OS013139
R014072,G003134,34,1179.562,OS013139
R014072,G003134,35,1189.562,OS013139
R014072,G003134,36,1199.562,OS013139
R014072,G003134,37,1209.562,OS013139
R014072,G003134,38,1219.562,OS013139
R014072,G003134,39,1229.562,OS013139
R014072,G003134,40,1239.562,OS013139
R014072,G003134,41,1249.562,OS013139
R014072,G003134,42,1259.562,OS013139
R014072,G003134,43,1269.562,OS013139
R014072,G003134,44,1279.562,OS013139
R014072,G003134,45,1289.562,OS013139
R014072,G003134,46,1299.562,OS013139
R014072,G003134,47,1309.562,OS013139
R014072,G003134,48,1315.562,OS009725
R014072,G003134,49,1325.562,OS009726
R014072,G003134,50,1335.562,OS009727
R014072,G003134,51,1345.562,OS009728
R014072,G003134,52,1355.562,OS009729
R014072,G003134,53,1365.562,OS009730
R014072,G003134,54,1375.562,OS009731
R014072,G003134,55,1385.562,OS009732
R014072,G003134,56,1387.753,OS009733
R014072,G003134,57,1397.753,OS009734
R014072,G003134,58,1407.753,OS009735
R014072,G003134,59,1417.753,OS009736
R014072,G003134,60,1427.753,OS009737
R014072,G003134,61,1437.753,OS009738
R014072,G003134,62,1447.753,OS009739
R014072,G003134,63,1457.753,OS009740
R014072,G003134,64,1467.753,OS009741
R014072,G003134,65,1477.753,OS009742
R014072,G003134,66,1487.753,OS009743
R014072,G003134,67,1497.753,OS009744
R014072,G003134,68,1507.753,OS009745
R014072,G003134,69,1517.753,OS009746
R014072,G003134,70,1527.753,OS009747
R014072,G003134,71,1537.753,OS009748
R014072,G003134,72,1547.753,OS009749
R014080,G003135,0,878.216,OS008718
R014080,G003135,1,888.216,OS008719
R014080,G003135,2,898.216,OS008720
R014080,G003135,3,908.216,OS008721
R014080,G003135,4,918.216,OS008722
R014080,G003135,5,928.216,OS008723
R014080,G003135,6,938.216,OS008724
R014080,G003135,7,948.216,OS008725
R014080,G003135,8,958.216,OS008726
R014080,G003135,9,968.216,OS008727
R014080,G003135,10,978.216,OS008728
R014080,G003135,11,988.216,OS008729
R014080,G003135,12,998.216,OS008730
R014080,G003135,13,1008.216,OS008731
R014080,G003135,14,1018.216,OS008732
R014080,G003135,15,1028.216,OS008733
R014080,G003135,16,1038.216,OS008734
R014080,G003135,17,1044.592,OS008735
R014080,G003135,18,1054.592,OS008736
R014080,G003135,19,1064.592,OS008737
R014080,G003135,20,1074.592,OS008738
R014080,G003135,21,1084.592,OS008739
R014080,G003135,22,1094.592,OS008740
R014080,G003135,23,1104.592,OS008741
R014080,G003135,24,1114.592,OS008742
R014080,G003135,25,1124.592,OS008743
R014080,G003135,26,1129.562,OS013139
R014080,G003135,27,1139.562,OS013139
R014080,G003135,28,1149.562,OS013139
R014080,G003135,29,1159.562,OS013139
R014080,G003135,30,1169.562,OS013139
R014080,G003135,31,1179.562,OS013139
R014080,G003135,32,1189.562,OS013139
R014080,G003135,33,1199.562,OS013139
R014080,G003135,34,1209.562,OS013139
R014080,G003135,35,1219.562,OS013139
R014080,G003135,36,1229.562,OS013139
R014080,G003135,37,1239.562,OS013139
R014080,G003135,38,1249.562,OS013139
R014080,G003135,39,1259.562,OS013139
R014080,G003135,40,1269.562,OS013139
R014080,G003135,41,1279.562,OS013139
R014080,G003135,42,1289.562,OS013139
R014080,G003135,43,1299.562,OS013139
R014080,G003135,44,1309.562,OS013139
R014080,G003135,45,1319.562,OS013139
R014080,G003135,46,1329.562,OS013139
R014080,G003135,47,1339.562,OS013139
R014080,G003135,48,1349.562,OS013139
R014080,G003135,49,1359.562,OS013139
R014080,G003135,50,1369.562,OS013139
R014080,G003135,51,1379.562,OS013139
R014080,G003135,52,1381.562,OS009725
R014080,G003135,53,1391.562,OS009726
R014080,G003135,54,1401.562,OS009727
R014080,G003135,55,1411.562,OS009728
R014080,G003135,56,1421.562,OS009729
R014080,G003135,57,1431.562,OS009730
R014080,G003135,58,1441.562,OS009731
R014080,G003135,59,1451.562,OS009732
R014080,G003135,60,1453.753,OS009733
R014080,G003135,61,1463.753,OS009734
R014080,G003135,62,1473.753,OS009735
R014080,G003135,63,1483.753,OS009736
R014080,G003135,64,1493.753,OS009737
R014080,G003135,65,1503.753,OS009738
R014080,G003135,66,1513.753,OS009739
R014080,G003135,67,1523.753,OS009740
R014080,G003135,68,1533.753,OS009741
R014080,G003135,69,1543.753,OS009742
R014080,G003135,70,1553.753,OS009743
R014080,G003135,71,1563.753,OS009744
R014080,G003135,72,1573.753,OS009745
R014080,G003135,73,1583.753,OS009746
R014080,G003135,74,1593.753,OS009747
R014080,G003135,75,1603.753,OS009748
R014080,G003135,76,1613.753,OS009749
R014087,G003136,0,1268.809,OS008985
R014087,G003136,1,1278.809,OS008986
R014087,G003136,2,1288.809,OS008987
R014087,G003136,3,1298.809,OS008988
R014087,G003136,4,1308.809,OS008989
R014087,G003136,5,1318.809,OS008990
R014087,G003136,6,1328.809,OS008991
R014087,G003136,7,1338.809,OS008992
R014087,G003136,8,1348.809,OS008993
R014087,G003136,9,1358.809,OS008994
R014087,G003136,10,1368.809,OS008995
R014087,G003136,11,1378.809,OS008996
R014087,G003136,12,1388.809,OS008997
R014087,G003136,13,1398.809,OS008998
R014087,G003136,14,1408.809,OS008999
R014087,G003136,15,1418.809,OS009000
R014087,G003136,16,1428.636,OS009001
R014087,G003136,17,1438.636,OS009002
R014087,G003136,18,1448.636,OS009003
R014087,G003136,19,1458.636,OS009004
R014087,G003136,20,1468.636,OS009005
R014087,G003136,21,1478.636,OS009006
R014087,G003136,22,1488.636,OS009007
R014087,G003136,23,1498.636,OS009008
R014087,G003136,24,1508.636,OS009009
R014087,G003136,25,1518.636,OS009010
R014087,G003136,26,1518.875,OS013139
R014087,G003136,27,1528.875,OS013139
R014087,G003136,28,1538.875,OS013139
R014087,G003136,29,1548.875,OS013139
R014087,G003136,30,1558.875,OS013139
R014087,G003136,31,1568.875,OS013139
R014087,G003136,32,1578.875,OS013139
R014087,G003136,33,1588.875,OS013139
R014087,G003136,34,1598.875,OS013139
R014087,G003136,35,1608.875,OS013139
R014087,G003136,36,1618.875,OS013139
R014087,G003136,37,1628.875,OS013139
R014087,G003136,38,1638.875,OS013139
R014087,G003136,39,1648.875,OS013139
R014087,G003136,40,1658.875,OS013139
R014087,G003136,41,1668.875,OS013139
R014087,G003136,42,1678.875,OS013139
R014087,G003136,43,1688.875,OS013139
R014087,G003136,44,1698.875,OS013139
R014087,G003136,45,1708.875,OS013139
R014087,G003136,46,1718.875,OS013139
R014087,G003136,47,1728.875,OS013139
R014087,G003136,48,1738.875,OS013139
R014087,G003136,49,1748.875,OS013139
R014087,G003136,50,1758.875,OS013139
R014087,G003136,51,1768.875,OS013139
R014087,G003136,52,1778.875,OS013139
R014087,G003136,53,1788.875,OS013139
R014087,G003136,54,1798.875,OS013139
R014087,G003136,55,1806.875,OS009700
R014087,G003136,56,1816.875,OS009701
R014087,G003136,57,1826.875,OS009702
R014087,G003136,58,1836.875,OS009703
R014087,G003136,59,1846.875,OS009704
R014087,G003136,60,1856.875,OS009705
R014087,G003136,61,1866.875,OS009706
R014087,G003136,62,1874.85,OS009707
R014087,G003136,63,1884.85,OS009708
R014087,G003136,64,1894.85,OS009709
R014087,G003136,65,1904.85,OS009710
R014087,G003136,66,1914.85,OS009711
R014087,G003136,67,1924.85,OS009712
R014087,G003136,68,1934.85,OS009713
R014087,G003136,69,1944.85,OS009714
R014087,G003136,70,1954.85,OS009715
R014087,G003136,71,1964.85,OS009716
R014087,G003136,72,1974.85,OS009717
R014087,G003136,73,1984.85,OS009718
R014087,G003136,74,1994.85,OS009719
R014087,G003136,75,2004.85,OS009720
R014087,G003136,76,2014.85,OS009721
R014087,G003136,77,2024.85,OS009722
R014087,G003136,78,2034.85,OS009723
R014087,G003136,79,2044.85,OS009724
R014088,G003137,0,908.216,OS008718
R014088,G003137,1,918.216,OS008719
R014088,G003137,2,928.216,OS008720
R014088,G003137,3,938.216,OS008721
R014088,G003137,4,948.216,OS008722
R014088,G003137,5,958.216,OS008723
R014088,G003137,6,968.216,OS008724
R014088,G003137,7,978.216,OS008725
R014088,G003137,8,988.216,OS008726
R014088,G003137,9,998.216,OS008727
R014088,G003137,10,1008.216,OS008728
R014088,G003137,11,1018.216,OS008729
R014088,G003137,12,1028.216,OS008730
R014088,G003137,13,1038.216,OS008731
R014088,G003137,14,1048.216,OS008732
R014088,G003137,15,1058.216,OS008733
R014088,G003137,16,1068.216,OS008734
R014088,G003137,17,1074.592,OS008735
R014088,G003137,18,1084.592,OS008736
R014088,G003137,19,1094.592,OS008737
R014088,G003137,20,1104.592,OS008738
R014088,G003137,21,1114.592,OS008739
R014088,G003137,22,1124.592,OS008740
R014088,G003137,23,1134.592,OS008741
R014088,G003137,24,1144.592,OS008742
R014088,G003137,25,1154.592,OS008743
R014088,G003137,26,1159.562,OS013139
R014088,G003137,27,1169.562,OS013139
R014088,G003137,28,1179.562,OS013139
R014088,G003137,29,1189.562,OS013139
R014088,G003137,30,1199.562,OS013139
R014088,G003137,31,1209.562,OS013139
R014088,G003137,32,1219.562,OS013139
R014088,G003137,33,1229.562,OS013139
R014088,G003137,34,1239.562,OS013139
R014088,G003137,35,1249.562,OS013139
R014088,G003137,36,1259.562,OS013139
R014088,G003137,37,1269.562,OS013139
R014088,G003137,38,1279.562,OS013139
R014088,G003137,39,1289.562,OS013139
R014088,G003137,40,1299.562,OS013139
R014088,G003137,41,1309.562,OS013139
R014088,G003137,42,1319.562,OS013139
R014088,G003137,43,1329.562,OS013139
R014088,G003137,44,1339.562,OS013139
R014088,G003137,45,1349.562,OS013139
R014088,G003137,46,1359.562,OS013139
R014088,G003137,47,1369.562,OS013139
R014088,G003137,48,1379.562,OS013139
R014088,G003137,49,1389.562,OS013139
R014088,G003137,50,1399.562,OS013139
R014088,G003137,51,1409.562,OS013139
R014088,G003137,52,1419.562,OS013139
R014088,G003137,53,1429.562,OS013139
R014088,G003137,54,1439.562,OS013139
R014088,G003137,55,1447.562,OS009725
R014088,G003137,56,1457.562,OS009726
R014088,G003137,57,1467.562,OS009727
R014088,G003137,58,1477.562,OS009728
R014088,G003137,59,1487.562,OS009729
R014088,G003137,60,1497.562,OS009730
R014088,G003137,61,1507.562,OS009731
R014088,G003137,62,1517.562,OS009732
R014088,G003137,63,1519.753,OS009733
R014088,G003137,64,1529.753,OS009734
R014088,G003137,65,1539.753,OS009735
R014088,G003137,66,1549.753,OS009736
R014088,G003137,67,1559.753,OS009737
R014088,G003137,68,1569.753,OS009738
R014088,G003137,69,1579.753,OS009739
R014088,G003137,70,1589.753,OS009740
R014088,G003137,71,1599.753,OS009741
R014088,G003137,72,1609.753,OS009742
R014088,G003137,73,1619.753,OS009743
R014088,G003137,74,1629.753,OS009744
R014088,G003137,75,1639.753,OS009745
R014088,G003137,76,1649.753,OS009746
R014088,G003137,77,1659.753,OS009747
R014088,G003137,78,1669.753,OS009748
R014088,G003137,79,1679.753,OS009749
R014093,G003138,0,848.216,OS008718
R014093,G003138,1,858.216,OS008719
R014093,G003138,2,868.216,OS008720
R014093,G003138,3,878.216,OS008721
R014093,G003138,4,888.216,OS008722
R014093,G003138,5,898.216,OS008723
R014093,G003138,6,908.216,OS008724
R014093,G003138,7,918.216,OS008725
R014093,G003138,8,928.216,OS008726
R014093,G003138,9,938.216,OS008727
R014093,G003138,10,948.216,OS008728
R014093,G003138,11,958.216,OS008729
R014093,G003138,12,968.216,OS008730
R014093,G003138,13,978.216,OS008731
R014093,G003138,14,988.216,OS008732
R014093,G003138,15,998.216,OS008733
R014093,G003138,16,1008.216,OS008734
R014093,G003138,17,1014.592,OS008735
R014093,G003138,18,1024.592,OS008736
R014093,G003138,19,1034.592,OS008737
R014093,G003138,20,1044.592,OS008738
R014093,G003138,21,1054.592,OS008739
R014093,G003138,22,1064.592,OS008740
R014093,G003138,23,1074.592,OS008741
R014093,G003138,24,1084.592,OS008742
R014093,G003138,25,1094.592,OS008743
R014093,G003138,26,1099.562,OS013139
R014093,G003138,27,1109.562,OS013139
R014093,G003138,28,1119.562,OS013139
R014093,G003138,29,1129.562,OS013139
R014093,G003138,30,1139.562,OS013139
R014093,G003138,31,1149.562,OS013139
R014093,G003138,32,1159.562,OS013139
R014093,G003138,33,1169.562,OS013139
R014093,G003138,34,1179.562,OS013139
R014093,G003138,35,1189.562,OS013139
R014093,G003138,36,1199.562,OS013139
R014093,G003138,37,1209.562,OS013139
R014093,G003138,38,1219.562,OS013139
R014093,G003138,39,1229.562,OS013139
R014093,G003138,40,1239.562,OS013139
R014093,G003138,41,1249.562,OS013139
R014093,G003138,42,1259.562,OS013139
R014093,G003138,43,1269.562,OS013139
R014093,G003138,44,1279.562,OS013139
R014093,G003138,45,1289.562,OS013139
R014093,G003138,46,1299.562,OS013139
R014093,G003138,47,1309.562,OS013139
R014093,G003138,48,1315.562,OS009725
R014093,G003138,49,1325.562,OS009726
R014093,G003138,50,1335.562,OS009727
R014093,G003138,51,1345.562,OS009728
R014093,G003138,52,1355.562,OS009729
R014093,G003138,53,1365.562,OS009730
R014093,G003138,54,1375.562,OS009731
R014093,G003138,55,1385.562,OS009732
R014093,G003138,56,1387.753,OS009733
R014093,G003138,57,1397.753,OS009734
R014093,G003138,58,1407.753,OS009735
R014093,G003138,59,1417.753,OS009736
R014093,G003138,60,1427.753,OS009737
R014093,G003138,61,1437.753,OS009738
R014093,G003138,62,1447.753,OS009739
R014093,G003138,63,1457.753,OS009740
R014093,G003138,64,1467.753,OS009741
R014093,G003138,65,1477.753,OS009742
R014093,G003138,66,1487.753,OS009743
R014093,G003138,67,1497.753,OS009744
R014093,G003138,68,1507.753,OS009745
R014093,G003138,69,1517.753,OS009746
R014093,G003138,70,1527.753,OS009747
R014093,G003138,71,1537.753,OS009748
R014093,G003138,72,1547.753,OS009749
R014127,G003139,0,818.216,OS008718
R014127,G003139,1,828.216,OS008719
R014127,G003139,2,838.216,OS008720
R014127,G003139,3,848.216,OS008721
R014127,G003139,4,858.216,OS008722
R014127,G003139,5,868.216,OS008723
R014127,G003139,6,878.216,OS008724
R014127,G003139,7,888.216,OS008725
R014127,G003139,8,898.216,OS008726
R014127,G003139,9,908.216,OS008727
R014127,G003139,10,918.216,OS008728
R014127,G003139,11,928.216,OS008729
R014127,G003139,12,938.216,OS008730
R014127,G003139,13,948.216,OS008731
R014127,G003139,14,958.216,OS008732
R014127,G003139,15,968.216,OS008733
R014127,G003139,16,978.216,OS008734
R014127,G003139,17,984.592,OS008735
R014127,G003139,18,994.592,OS008736
R014127,G003139,19,1004.592,OS008737
R014127,G003139,20,1014.592,OS008738
R014127,G003139,21,1024.592,OS008739
R014127,G003139,22,1034.592,OS008740
R014127,G003139,23,1044.592,OS008741
R014127,G003139,24,1054.592,OS008742
R014127,G003139,25,1064.592,OS008743
R014127,G003139,26,1069.562,OS013139
R014127,G003139,27,1079.562,OS013139
R014127,G003139,28,1089.562,OS013139
R014127,G003139,29,1099.562,OS013139
R014127,G003139,30,1109.562,OS013139
R014127,G003139,31,1119.562,OS013139
R014127,G003139,32,1129.562,OS013139
R014127,G003139,33,1139.562,OS013139
R014127,G003139,34,1149.562,OS013139
R014127,G003139,35,1159.562,OS013139
R014127,G003139,36,1169.562,OS013139
R014127,G003139,37,1179.562,OS013139
R014127,G003139,38,1189.562,OS013139
R014127,G003139,39,1199.562,OS013139
R014127,G003139,40,1209.562,OS013139
R014127,G003139,41,1219.562,OS013139
R014127,G003139,42,1229.562,OS013139
R014127,G003139,43,1239.562,OS013139
R014127,G003139,44,1249.562,OS013139
R014127,G003139,45,1259.562,OS013139
R014127,G003139,46,1269.562,OS013139
R014127,G003139,47,1279.562,OS013139
R014127,G003139,48,1285.562,OS009725
R014127,G003139,49,1295.562,OS009726
R014127,G003139,50,1305.562,OS009727
R014127,G003139,51,1315.562,OS009728
R014127,G003139,52,1325.562,OS009729
R014127,G003139,53,1335.562,OS009730
R014127,G003139,54,1345.562,OS009731
R014127,G003139,55,1355.562,OS009732
R014127,G003139,56,1357.753,OS009733
R014127,G003139,57,1367.753,OS009734
R014127,G003139,58,1377.753,OS009735
R014127,G003139,59,1387.753,OS009736
R014127,G003139,60,1397.753,OS009737
R014127,G003139,61,1407.753,OS009738
R014127,G003139,62,1417.753,OS009739
R014127,G003139,63,1427.753,OS009740
R014127,G003139,64,1437.753,OS009741
R014127,G003139,65,1447.753,OS009742
R014127,G003139,66,1457.753,OS009743
R014127,G003139,67,1467.753,OS009744
R014127,G003139,68,1477.753,OS009745
R014127,G003139,69,1487.753,OS009746
R014127,G003139,70,1497.753,OS009747
R014127,G003139,71,1507.753,OS009748
R014127,G003139,72,1517.753,OS009749
R014135,G003140,0,848.216,OS008718
R014135,G003140,1,858.216,OS008719
R014135,G003140,2,868.216,OS008720
R014135,G003140,3,878.216,OS008721
R014135,G003140,4,888.216,OS008722
R014135,G003140,5,898.216,OS008723
R014135,G003140,6,908.216,OS008724
R014135,G003140,7,918.216,OS008725
R014135,G003140,8,928.216,OS008726
R014135,G003140,9,938.216,OS008727
R014135,G003140,10,948.216,OS008728
R014135,G003140,11,958.216,OS008729
R014135,G003140,12,968.216,OS008730
R014135,G003140,13,978.216,OS008731
R014135,G003140,14,988.216,OS008732
R014135,G003140,15,998.216,OS008733
R014135,G003140,16,1008.216,OS008734
R014135,G003140,17,1014.592,OS008735
R014135,G003140,18,1024.592,OS008736
R014135,G003140,19,1034.592,OS008737
R014135,G003140,20,1044.592,OS008738
R014135,G003140,21,1054.592,OS008739
R014135,G003140,22,1064.592,OS008740
R014135,G003140,23,1074.592,OS008741
R014135,G003140,24,1084.592,OS008742
R014135,G003140,25,1094.592,OS008743
R014135,G003140,26,1099.562,OS013139
R014135,G003140,27,1109.562,OS013139
R014135,G003140,28,1119.562,OS013139
R014135,G003140,29,1129.562,OS013139
R014135,G003140,30,1139.562,OS013139
R014135,G003140,31,1149.562,OS013139
R014135,G003140,32,1159.562,OS013139
R014135,G003140,33,1169.562,OS013139
R014135,G003140,34,1179.562,OS013139
R014135,G003140,35,1189.562,OS013139
R014135,G003140,36,1199.562,OS013139
R014135,G003140,37,1209.562,OS013139
R014135,G003140,38,1219.562,OS013139
R014135,G003140,39,1229.562,OS013139
R014135,G003140,40,1239.562,OS013139
R014135,G003140,41,1249.562,OS013139
R014135,G003140,42,1259.562,OS013139
R014135,G003140,43,1269.562,OS013139
R014135,G003140,44,1279.562,OS013139
R014135,G003140,45,1289.562,OS013139
R014135,G003140,46,1299.562,OS013139
R014135,G003140,47,1309.562,OS013139
R014135,G003140,48,1319.562,OS013139
R014135,G003140,49,1329.562,OS013139
R014135,G003140,50,1339.562,OS013139
R014135,G003140,51,1349.562,OS013139
R014135,G003140,52,1351.562,OS009725
R014135,G003140,53,1361.562,OS009726
R014135,G003140,54,1371.562,OS009727
R014135,G003140,55,1381.562,OS009728
R014135,G003140,56,1391.562,OS009729
R014135,G003140,57,1401.562,OS009730
R014135,G003140,58,1411.562,OS009731
R014135,G003140,59,1421.562,OS009732
R014135,G003140,60,1423.753,OS009733
R014135,G003140,61,1433.753,OS009734
R014135,G003140,62,1443.753,OS009735
R014135,G003140,63,1453.753,OS009736
R014135,G003140,64,1463.753,OS009737
R014135,G003140,65,1473.753,OS009738
R014135,G003140,66,1483.753,OS009739
R014135,G003140,67,1493.753,OS009740
R014135,G003140,68,1503.753,OS009741
R014135,G003140,69,1513.753,OS009742
R014135,G003140,70,1523.753,OS009743
R014135,G003140,71,1533.753,OS009744
R014135,G003140,72,1543.753,OS009745
R014135,G003140,73,1553.753,OS009746
R014135,G003140,74,1563.753,OS009747
R014135,G003140,75,1573.753,OS009748
R014135,G003140,76,1583.753,OS009749
R014143,G003141,0,878.216,OS008718
R014143,G003141,1,888.216,OS008719
R014143,G003141,2,898.216,OS008720
R014143,G003141,3,908.216,OS008721
R014143,G003141,4,918.216,OS008722
R014143,G003141,5,928.216,OS008723
R014143,G003141,6,938.216,OS008724
R014143,G003141,7,948.216,OS008725
R014143,G003141,8,958.216,OS008726
R014143,G003141,9,968.216,OS008727
R014143,G003141,10,978.216,OS008728
R014143,G003141,11,988.216,OS008729
R014143,G003141,12,998.216,OS008730
R014143,G003141,13,1008.216,OS008731
R014143,G003141,14,1018.216,OS008732
R014143,G003141,15,1028.216,OS008733
R014143,G003141,16,1038.216,OS008734
R014143,G003141,17,1044.592,OS008735
R014143,G003141,18,1054.592,OS008736
R014143,G003141,19,1064.592,OS008737
R014143,G003141,20,1074.592,OS008738
R014143,G003141,21,1084.592,OS008739
R014143,G003141,22,1094.592,OS008740
R014143,G003141,23,1104.592,OS008741
R014143,G003141,24,1114.592,OS008742
R014143,G003141,25,1124.592,OS008743
R014143,G003141,26,1129.562,OS013139
R014143,G003141,27,1139.562,OS013139
R014143,G003141,28,1149.562,OS013139
R014143,G003141,29,1159.562,OS013139
R014143,G003141,30,1169.562,OS013139
R014143,G003141,31,1179.562,OS013139
R014143,G003141,32,1189.562,OS013139
R014143,G003141,33,1199.562,OS013139
R014143,G003141,34,1209.562,OS013139
R014143,G003141,35,1219.562,OS013139
R014143,G003141,36,1229.562,OS013139
R014143,G003141,37,1239.562,OS013139
R014143,G003141,38,1249.562,OS013139
R014143,G003141,39,1259.562,OS013139
R014143,G003141,40,1269.562,OS013139
R014143,G003141,41,1279.562,OS013139
R014143,G003141,42,1289.562,OS013139
R014143,G003141,43,1299.562,OS013139
R014143,G003141,44,1309.562,OS013139
R014143,G003141,45,1319.562,OS013139
R014143,G003141,46,1329.562,OS013139
R014143,G003141,47,1339.562,OS013139
R014143,G003141,48,1349.562,OS013139
R014143,G003141,49,1359.562,OS013139
R014143,G003141,50,1369.562,OS013139
R014143,G003141,51,1379.562,OS013139
R014143,G003141,52,1389.562,OS013139
R014143,G003141,53,1399.562,OS013139
R014143,G003141,54,1409.562,OS013139
R014143,G003141,55,1417.562,OS009725
R014143,G003141,56,1427.562,OS009726
R014143,G003141,57,1437.562,OS009727
R014143,G003141,58,1447.562,OS009728
R014143,G003141,59,1457.562,OS009729
