state_id,uav_type,phase,origin,destination,local_tau,x,y,z,margin_db,terrain_blocked
OS003807,A,cruise,S013,S014,200.520105,109.27792375352665,23.01723036352735,533.2603149414062,-1.9100182371205108,1
OS003808,A,cruise,S013,S014,210.520105,109.27839088592141,23.01624051806502,533.2603149414062,-1.9565532434849615,1
OS003809,A,cruise,S013,S014,220.520105,109.27885801831617,23.015250672602686,533.2603149414062,-2.0076321918671027,1
OS003810,A,cruise,S013,S014,230.520105,109.27932515071093,23.014260827140355,533.2603149414062,-2.0630907105269785,1
OS003811,A,cruise,S013,S014,240.520105,109.27979228310569,23.013270981678023,533.2603149414062,-2.1227554273415308,1
OS003812,A,cruise,S013,S014,250.520105,109.28025941550045,23.01228113621569,533.2603149414062,-2.18644558226336,1
OS003813,A,cruise,S013,S014,260.520105,109.28072654789521,23.01129129075336,533.2603149414062,-2.2539746182576152,1
OS003814,A,cruise,S013,S014,270.520105,109.28119368028997,23.010301445291027,533.2603149414062,-2.3251517264986603,1
OS003815,A,cruise,S013,S014,280.520105,109.28166081268473,23.009311599828695,533.2603149414062,-2.3997833249078866,1
OS003816,A,cruise,S013,S014,290.520105,109.2821279450795,23.008321754366364,533.2603149414062,-2.477674452671053,1
OS003817,A,cruise,S013,S014,300.520105,109.28259507747426,23.007331908904032,533.2603149414062,-2.55863006701685,1
OS003818,A,cruise,S013,S014,310.520105,109.28306220986902,23.0063420634417,533.2603149414062,-2.6424562321247436,1
OS003819,A,cruise,S013,S014,320.520105,109.28352934226378,23.005352217979368,533.2603149414062,-2.7289611934427143,1
OS003820,A,cruise,S013,S014,321.959905,109.2835966,23.0052097,533.2603149414062,-2.7416256453314674,1
OS003821,A,cruise,S013,S014,331.959905,109.2835966,23.0052097,508.26031494140625,-2.738871854375219,1
OS003822,A,cruise,S013,S014,341.959905,109.2835966,23.0052097,483.26031494140625,-2.736301028529695,1
OS003823,A,cruise,S013,S014,351.959905,109.2835966,23.0052097,458.26031494140625,-2.733913493899365,1
OS003824,A,cruise,S013,S014,361.959905,109.2835966,23.0052097,433.26031494140625,-2.731709553742533,1
OS003825,A,cruise,S013,S014,371.959905,109.2835966,23.0052097,408.26031494140625,-2.7296894883434817,1
OS003826,A,cruise,S013,S014,381.959905,109.2835966,23.0052097,383.26031494140625,-2.72785355489421,1
OS003827,A,cruise,S013,S014,391.959905,109.2835966,23.0052097,358.26031494140625,-2.726201987385622,1
OS003828,A,handover,S013,S014,394.864031,109.2835966,23.0052097,351.0,-2.725756927868062,1
OS003829,A,cruise,S014,O01,0.0,109.2835966,23.0052097,351.0,-2.725756927868062,1
OS003830,A,cruise,S014,O01,10.0,109.2835966,23.0052097,381.0,-2.7276966481122713,1
OS003831,A,cruise,S014,O01,20.0,109.2835966,23.0052097,411.0,-2.7299018828926904,1
OS003832,A,cruise,S014,O01,30.0,109.2835966,23.0052097,441.0,-2.732372227497237,1
OS003833,A,cruise,S014,O01,40.0,109.2835966,23.0052097,471.0,-2.735107229129298,1
OS003834,A,cruise,S014,O01,50.0,109.2835966,23.0052097,501.0,-2.738106387183322,1
OS003835,A,cruise,S014,O01,60.0,109.2835966,23.0052097,531.0,-2.7413691535489306,1
OS003836,A,cruise,S014,O01,70.0,109.2835966,23.0052097,561.0,-2.744894932943012,1
OS003837,A,cruise,S014,O01,80.0,109.2835966,23.0052097,591.0,-2.748683083269441,1
OS003838,A,cruise,S014,O01,80.315796,109.2835966,23.0052097,591.9473876953125,-2.7488069776422748,1
OS003839,A,cruise,S014,O01,90.315796,109.28242685434836,23.005282881041225,591.9473876953125,-2.5553397028102154,1
OS003840,A,cruise,S014,O01,100.315796,109.28125710869672,23.005356062082452,591.9473876953125,-2.357496727985719,1
OS003841,A,cruise,S014,O01,110.315796,109.28008736304507,23.005429243123675,591.9473876953125,-2.1550770916858824,1
OS003842,A,cruise,S014,O01,120.315796,109.27891761739343,23.0055024241649,591.9473876953125,-1.9478657811617524,1
OS003843,A,cruise,S014,O01,130.315796,109.2777478717418,23.005575605206126,591.9473876953125,-1.7356324035927173,1
OS003844,A,cruise,S014,O01,140.315796,109.27657812609016,23.00564878624735,591.9473876953125,-1.5181296981151604,1
OS003845,A,cruise,S014,O01,150.315796,109.27540838043852,23.005721967288572,591.9473876953125,-1.2950918654867962,1
OS003846,A,cruise,S014,O01,160.315796,109.27423863478688,23.005795148329796,591.9473876953125,-1.0662326882698636,1
OS003847,A,cruise,S014,O01,170.315796,109.27306888913523,23.005868329371022,591.9473876953125,-0.8312434096413455,1
OS003848,A,cruise,S014,O01,180.315796,109.2718991434836,23.005941510412246,591.9473876953125,-0.5897903332504768,1
OS003849,A,cruise,S014,O01,190.315796,109.27072939783196,23.00601469145347,591.9473876953125,-0.3415120995981624,1
OS003850,A,cruise,S014,O01,200.315796,109.26955965218032,23.006087872494696,591.9473876953125,-0.08601658618390218,1
OS003851,A,cruise,S014,S001,0.0,109.2835966,23.0052097,351.0,-2.725756927868062,1
OS003852,A,cruise,S014,S001,10.0,109.2835966,23.0052097,381.0,-2.7276966481122713,1
OS003853,A,cruise,S014,S001,20.0,109.2835966,23.0052097,411.0,-2.7299018828926904,1
OS003854,A,cruise,S014,S001,30.0,109.2835966,23.0052097,441.0,-2.732372227497237,1
OS003855,A,cruise,S014,S001,40.0,109.2835966,23.0052097,471.0,-2.735107229129298,1
OS003856,A,cruise,S014,S001,50.0,109.2835966,23.0052097,501.0,-2.738106387183322,1
OS003857,A,cruise,S014,S001,60.0,109.2835966,23.0052097,531.0,-2.7413691535489306,1
OS003858,A,cruise,S014,S001,70.0,109.2835966,23.0052097,561.0,-2.744894932943012,1
OS003859,A,cruise,S014,S001,80.0,109.2835966,23.0052097,591.0,-2.748683083269441,1
OS003860,A,cruise,S014,S001,83.016805,109.2835966,23.0052097,600.0504150390625,-2.749877307286681,1
OS003861,A,cruise,S014,S001,93.016805,109.28266485538123,23.005864869182837,600.0504150390625,-2.589506974874041,1
OS003862,A,cruise,S014,S001,103.016805,109.28173311076246,23.006520038365675,600.0504150390625,-2.427560610769447,1
OS003863,A,cruise,S014,S001,113.016805,109.2808013661437,23.00717520754851,600.0504150390625,-2.264089859202045,1
OS003864,A,cruise,S014,S001,123.016805,109.27986962152494,23.007830376731345,600.0504150390625,-2.0991576001377155,1
OS003865,A,cruise,S014,S001,133.016805,109.27893787690617,23.00848554591418,600.0504150390625,-1.9328393377034558,1
OS003866,A,cruise,S014,S001,143.016805,109.2780061322874,23.00914071509702,600.0504150390625,-1.7652247255415432,1
OS003867,A,cruise,S014,S001,153.016805,109.27707438766863,23.009795884279853,600.0504150390625,-1.5964192355442606,1
OS003868,A,cruise,S014,S001,163.016805,109.27614264304988,23.01045105346269,600.0504150390625,-1.4265459744195539,1
OS003869,A,cruise,S014,S001,173.016805,109.27521089843111,23.011106222645523,600.0504150390625,-1.2557476497149196,1
OS003870,A,cruise,S014,S001,183.016805,109.27427915381234,23.01176139182836,600.0504150390625,-1.0841886830785086,1
OS003871,A,cruise,S014,S001,193.016805,109.27334740919358,23.012416561011197,600.0504150390625,-0.9120574632110845,1
OS003872,A,cruise,S014,S001,203.016805,109.27241566457481,23.01307173019403,600.0504150390625,-0.7395687242315319,1
OS003873,A,cruise,S014,S001,213.016805,109.27148391995604,23.01372689937687,600.0504150390625,-0.5669660264121887,1
OS003874,A,cruise,S014,S001,223.016805,109.27055217533729,23.014382068559705,600.0504150390625,-0.39452430539573413,1
OS003875,A,cruise,S014,S001,233.016805,109.26962043071852,23.01503723774254,600.0504150390625,-0.2225524427008878,1
OS003876,A,cruise,S014,S001,243.016805,109.26868868609975,23.015692406925375,600.0504150390625,-0.05139579452256271,1
OS003877,A,cruise,S014,S006,0.0,109.2835966,23.0052097,351.0,-2.725756927868062,1
OS003878,A,cruise,S014,S006,10.0,109.2835966,23.0052097,381.0,-2.7276966481122713,1
OS003879,A,cruise,S014,S006,20.0,109.2835966,23.0052097,411.0,-2.7299018828926904,1
OS003880,A,cruise,S014,S006,30.0,109.2835966,23.0052097,441.0,-2.732372227497237,1
OS003881,A,cruise,S014,S006,40.0,109.2835966,23.0052097,471.0,-2.735107229129298,1
OS003882,A,cruise,S014,S006,50.0,109.2835966,23.0052097,501.0,-2.738106387183322,1
OS003883,A,cruise,S014,S006,60.0,109.2835966,23.0052097,531.0,-2.7413691535489306,1
OS003884,A,cruise,S014,S006,70.0,109.2835966,23.0052097,561.0,-2.744894932943012,1
OS003885,A,cruise,S014,S006,80.0,109.2835966,23.0052097,591.0,-2.748683083269441,1
OS003886,A,cruise,S014,S006,85.220703,109.2835966,23.0052097,606.662109375,-2.7507647795652304,1
OS003887,A,cruise,S014,S006,95.220703,109.28242477626229,23.005244713639726,606.662109375,-2.5575138289800066,1
OS003888,A,cruise,S014,S006,105.220703,109.28125295252457,23.005279727279454,606.662109375,-2.3599050974995635,1
OS003889,A,cruise,S014,S006,115.220703,109.28008112878686,23.00531474091918,606.662109375,-2.1577394641742274,1
OS003890,A,cruise,S014,S006,125.220703,109.27890930504915,23.005349754558907,606.662109375,-1.950803990018386,1
OS003891,A,cruise,S014,S006,135.220703,109.27773748131143,23.00538476819863,606.662109375,-1.7388706248910921,1
OS003892,A,cruise,S014,S006,145.220703,109.27656565757373,23.005419781838356,606.662109375,-1.5216947616312098,1
OS003893,A,cruise,S014,S006,155.220703,109.27539383383602,23.005454795478084,606.662109375,-1.2990136156157348,1
OS003894,A,cruise,S014,S006,165.220703,109.2742220100983,23.005489809117808,606.662109375,-1.0705444043332903,1
OS003895,A,cruise,S014,S006,175.220703,109.27305018636059,23.005524822757536,606.662109375,-0.8359822971578978,1
OS003896,A,cruise,S014,S006,185.220703,109.27187836262287,23.00555983639726,606.662109375,-0.5949981003211633,1
OS003897,A,cruise,S014,S006,195.220703,109.27070653888516,23.00559485003699,606.662109375,-0.34723563597593454,1
OS003898,A,cruise,S014,S006,205.220703,109.26953471514746,23.005629863676713,606.662109375,-0.09230876664709342,1
OS003899,A,cruise,S014,S009,0.0,109.2835966,23.0052097,351.0,-2.725756927868062,1
OS003900,A,cruise,S014,S009,10.0,109.2835966,23.0052097,381.0,-2.7276966481122713,1
OS003901,A,cruise,S014,S009,20.0,109.2835966,23.0052097,411.0,-2.7299018828926904,1
OS003902,A,cruise,S014,S009,30.0,109.2835966,23.0052097,441.0,-2.732372227497237,1
OS003903,A,cruise,S014,S009,40.0,109.2835966,23.0052097,471.0,-2.735107229129298,1
OS003904,A,cruise,S014,S009,50.0,109.2835966,23.0052097,501.0,-2.738106387183322,1
OS003905,A,cruise,S014,S009,60.0,109.2835966,23.0052097,531.0,-2.7413691535489306,1
OS003906,A,cruise,S014,S009,67.257599,109.2835966,23.0052097,552.7727966308594,-2.7439018846474,1
OS003907,A,cruise,S014,S009,77.257599,109.2830384855555,23.006158817817948,552.7727966308594,-2.6424196121171803,1
OS003908,A,cruise,S014,S009,87.257599,109.282480371111,23.007107935635894,552.7727966308594,-2.5429625008824246,1
OS003909,A,cruise,S014,S009,97.257599,109.2819222566665,23.008057053453843,552.7727966308594,-2.445728477075832,1
OS003910,A,cruise,S014,S009,107.257599,109.281364142222,23.00900617127179,552.7727966308594,-2.350922302899207,1
OS003911,A,cruise,S014,S009,117.257599,109.2808060277775,23.009955289089735,552.7727966308594,-2.258754886011502,1
OS003912,A,cruise,S014,S009,127.257599,109.28024791333301,23.01090440690768,552.7727966308594,-2.1694424404954873,1
OS003913,A,cruise,S014,S009,137.257599,109.27968979888851,23.011853524725627,552.7727966308594,-2.0832054928807793,1
OS003914,A,cruise,S014,S009,147.257599,109.27913168444401,23.012802642543573,552.7727966308594,-2.0002677294605604,1
OS003915,A,cruise,S014,S009,157.257599,109.27857356999951,23.013751760361522,552.7727966308594,-1.9208546843599095,1
OS003916,A,cruise,S014,S009,167.257599,109.27801545555502,23.014700878179468,552.7727966308594,-1.845192271815634,1
OS003917,A,cruise,S014,S009,177.257599,109.27745734111052,23.015649995997414,552.7727966308594,-1.7735051705237481,1
OS003918,A,cruise,S014,S009,187.257599,109.27689922666602,23.01659911381536,552.7727966308594,-1.7060150729023746,1
OS003919,A,cruise,S014,S009,197.257599,109.27634111222152,23.017548231633306,552.7727966308594,-1.6429388172739579,1
OS003920,A,cruise,S014,S009,207.257599,109.27578299777703,23.018497349451255,552.7727966308594,-1.5844864264350775,1
OS003921,A,cruise,S014,S009,217.257599,109.27522488333253,23.0194464672692,552.7727966308594,-1.5308590813041718,1
OS003922,A,cruise,S014,S009,227.257599,109.27466676888803,23.020395585087147,552.7727966308594,-1.482247063340239,1
OS003923,A,cruise,S014,S009,237.257599,109.27410865444352,23.021344702905093,552.7727966308594,-1.438827703630139,1
OS003924,A,cruise,S014,S009,247.257599,109.27355053999904,23.02229382072304,552.7727966308594,-1.4007633800126484,1
OS003925,A,cruise,S014,S009,257.257599,109.27299242555453,23.023242938540985,552.7727966308594,-1.368199605697285,1
OS003926,A,cruise,S014,S009,267.257599,109.27243431111003,23.024192056358935,552.7727966308594,-1.3412632536509363,1
OS003927,A,cruise,S014,S009,277.257599,109.27187619666553,23.02514117417688,552.7727966308594,-1.32006096003785,1
OS003928,A,cruise,S014,S009,287.257599,109.27131808222104,23.026090291994826,552.7727966308594,-1.304677747504627,1
OS003929,A,cruise,S014,S009,297.257599,109.27075996777654,23.027039409812772,552.7727966308594,-1.2951759047132043,1
OS003930,A,cruise,S014,S009,307.257599,109.27020185333204,23.02798852763072,552.7727966308594,-1.291594152672431,1
OS003931,A,cruise,S014,S009,567.257599,109.2556908777751,23.05266559089733,552.7727966308594,-2.9302073796823294,1
OS003932,A,cruise,S014,S009,577.257599,109.2551327633306,23.053614708715276,552.7727966308594,-3.0363508999899125,1
OS003933,A,cruise,S014,S009,587.257599,109.25457464888609,23.054563826533222,552.7727966308594,-3.143838750430561,1
OS003934,A,cruise,S014,S009,595.002406,109.2541424,23.0552989,552.7727966308594,-3.2279080275795877,1
OS003935,A,cruise,S014,S009,605.002406,109.2541424,23.0552989,527.7727966308594,-3.2253172165799526,1
OS003936,A,cruise,S014,S009,615.002406,109.2541424,23.0552989,502.7727966308594,-3.2228899929274633,1
OS003937,A,cruise,S014,S009,625.002406,109.2541424,23.0552989,477.7727966308594,-3.220626631887214,1
OS003938,A,cruise,S014,S009,635.002406,109.2541424,23.0552989,452.7727966308594,-3.2185273904649705,1
OS003939,A,cruise,S014,S009,645.002406,109.2541424,23.0552989,427.7727966308594,-3.216592507310267,1
OS003940,A,cruise,S014,S009,655.002406,109.2541424,23.0552989,402.7727966308594,-3.2148222026264364,1
OS003941,A,cruise,S014,S009,665.002406,109.2541424,23.0552989,377.7727966308594,-3.213216678087335,1
OS003942,A,cruise,S014,S009,675.002406,109.2541424,23.0552989,352.7727966308594,-3.211776116760987,1
OS003943,A,cruise,S014,S009,685.002406,109.2541424,23.0552989,327.7727966308594,-3.2105006830401805,1
OS003944,A,cruise,S014,S009,695.002406,109.2541424,23.0552989,302.7727966308594,-3.2093905225800654,1
OS003945,A,cruise,S014,S009,705.002406,109.2541424,23.0552989,277.7727966308593,-3.208445762242775,1
OS003946,A,cruise,S014,S009,715.002406,109.2541424,23.0552989,252.77279663085938,-3.207666510049208,1
OS003947,A,handover,S014,S009,724.111525,109.2541424,23.0552989,230.0,-3.207100803332253,1
OS003948,A,cruise,S014,S010,0.0,109.2835966,23.0052097,351.0,-2.725756927868062,1
OS003949,A,cruise,S014,S010,10.0,109.2835966,23.0052097,381.0,-2.7276966481122713,1
OS003950,A,cruise,S014,S010,20.0,109.2835966,23.0052097,411.0,-2.7299018828926904,1
OS003951,A,cruise,S014,S010,30.0,109.2835966,23.0052097,441.0,-2.732372227497237,1
OS003952,A,cruise,S014,S010,40.0,109.2835966,23.0052097,471.0,-2.735107229129298,1
OS003953,A,cruise,S014,S010,50.0,109.2835966,23.0052097,501.0,-2.738106387183322,1
OS003954,A,cruise,S014,S010,60.0,109.2835966,23.0052097,531.0,-2.7413691535489306,1
OS003955,A,cruise,S014,S010,62.187856,109.2835966,23.0052097,537.5635681152344,-2.7421180880029823,1
OS003956,A,cruise,S014,S010,72.187856,109.28307931589669,23.00617817966528,537.5635681152344,-2.6471650263033553,1
OS003957,A,cruise,S014,S010,82.187856,109.28256203179338,23.00714665933056,537.5635681152344,-2.5545306066872513,1
OS003958,A,cruise,S014,S010,92.187856,109.28204474769007,23.008115138995837,537.5635681152344,-2.4644114784742754,1
OS003959,A,cruise,S014,S010,102.187856,109.28152746358676,23.009083618661112,537.5635681152344,-2.3770091398640005,1
OS003960,A,cruise,S014,S010,112.187856,109.28101017948345,23.01005209832639,537.5635681152344,-2.292529057183941,1
OS003961,A,cruise,S014,S010,122.187856,109.28049289538015,23.01102057799167,537.5635681152344,-2.2111796461624493,1
OS003962,A,cruise,S014,S010,132.187856,109.27997561127684,23.011989057656947,537.5635681152344,-2.1331711146309544,1
OS003963,A,cruise,S014,S010,142.187856,109.27945832717353,23.012957537322226,537.5635681152344,-2.0587141693296473,1
OS003964,A,cruise,S014,S010,152.187856,109.27894104307022,23.013926016987504,537.5635681152344,-1.9880185930752106,1
OS003965,A,cruise,S014,S010,162.187856,109.27842375896691,23.014894496652783,537.5635681152344,-1.9212917026865313,1
OS003966,A,cruise,S014,S010,172.187856,109.2779064748636,23.01586297631806,537.5635681152344,-1.8587367023391579,1
OS003967,A,cruise,S014,S010,182.187856,109.27738919076029,23.016831455983336,537.5635681152344,-1.800550951498849,1
OS003968,A,cruise,S014,S010,192.187856,109.27687190665698,23.017799935648615,537.5635681152344,-1.7469241710018508,1
OS003969,A,cruise,S014,S010,202.187856,109.27635462255367,23.018768415313893,537.5635681152344,-1.6980366150224313,1
OS003970,A,cruise,S014,S010,208.718553,109.2760168,23.0194009,537.5635681152344,-1.6687489730455525,1
OS003971,A,cruise,S014,S010,218.718553,109.2760168,23.0194009,512.5635681152344,-1.6651824898391538,1
OS003972,A,cruise,S014,S010,228.718553,109.2760168,23.0194009,487.5635681152344,-1.6618496366684354,1
OS003973,A,cruise,S014,S010,238.718553,109.2760168,23.0194009,462.5635681152344,-1.658750953979066,1
OS003974,A,cruise,S014,S010,248.718553,109.2760168,23.0194009,437.5635681152344,-1.6558869451139486,1
OS003975,A,cruise,S014,S010,258.718553,109.2760168,23.0194009,412.5635681152344,-1.653258076042448,1
OS003976,A,cruise,S014,S010,268.718553,109.2760168,23.0194009,387.5635681152344,-1.6508647751090706,1
OS003977,A,cruise,S014,S010,278.718553,109.2760168,23.0194009,362.5635681152344,-1.6487074328019276,1
OS003978,A,handover,S014,S010,283.10398,109.2760168,23.0194009,351.6,-1.6478358664811878,1
OS003979,A,cruise,S014,S011,0.0,109.2835966,23.0052097,351.0,-2.725756927868062,1
OS003980,A,cruise,S014,S011,10.0,109.2835966,23.0052097,381.0,-2.7276966481122713,1
OS003981,A,cruise,S014,S011,20.0,109.2835966,23.0052097,411.0,-2.7299018828926904,1
OS003982,A,cruise,S014,S011,30.0,109.2835966,23.0052097,441.0,-2.732372227497237,1
OS003983,A,cruise,S014,S011,40.0,109.2835966,23.0052097,471.0,-2.735107229129298,1
OS003984,A,cruise,S014,S011,50.0,109.2835966,23.0052097,501.0,-2.738106387183322,1
OS003985,A,cruise,S014,S011,60.0,109.2835966,23.0052097,531.0,-2.7413691535489306,1
OS003986,A,cruise,S014,S011,70.0,109.2835966,23.0052097,561.0,-2.744894932943012,1
OS003987,A,cruise,S014,S011,80.0,109.2835966,23.0052097,591.0,-2.748683083269441,1
OS003988,A,cruise,S014,S011,89.188944,109.2835966,23.0052097,618.5668334960938,-2.75239471804683,1
OS003989,A,cruise,S014,S011,99.188944,109.2825308694003,23.005659729051104,618.5668334960938,-2.5720188880724777,1
OS003990,A,cruise,S014,S011,109.188944,109.28146513880061,23.006109758102205,618.5668334960938,-2.3884405504343533,1
OS003991,A,cruise,S014,S011,119.188944,109.28039940820092,23.006559787153307,618.5668334960938,-2.2015763405506164,1
OS003992,A,cruise,S014,S011,129.188944,109.27933367760123,23.00700981620441,618.5668334960938,-2.011342684797768,1
OS003993,A,cruise,S014,S011,139.188944,109.27826794700154,23.00745984525551,618.5668334960938,-1.8176563552272,1
OS003994,A,cruise,S014,S011,149.188944,109.27720221640186,23.007909874306613,618.5668334960938,-1.6204351545564037,1
OS003995,A,cruise,S014,S011,159.188944,109.27613648580217,23.008359903357714,618.5668334960938,-1.419598757280582,1
OS003996,A,cruise,S014,S011,169.188944,109.27507075520248,23.00880993240882,618.5668334960938,-1.215069737735476,1
OS003997,A,cruise,S014,S011,179.188944,109.27400502460279,23.00925996145992,618.5668334960938,-1.0067748216690404,1
OS003998,A,cruise,S014,S011,189.188944,109.2729392940031,23.009709990511023,618.5668334960938,-0.7946464048066133,1
OS003999,A,cruise,S014,S011,199.188944,109.2718735634034,23.010160019562125,618.5668334960938,-0.5786243898287466,1
OS004000,A,cruise,S014,S011,209.188944,109.27080783280371,23.010610048613227,618.5668334960938,-0.35865840246584924,1
OS004001,A,cruise,S014,S011,219.188944,109.26974210220402,23.01106007766433,618.5668334960938,-0.13471045806161897,1
OS004002,A,cruise,S014,S013,0.0,109.2835966,23.0052097,351.0,-2.725756927868062,1
OS004003,A,cruise,S014,S013,10.0,109.2835966,23.0052097,381.0,-2.7276966481122713,1
OS004004,A,cruise,S014,S013,20.0,109.2835966,23.0052097,411.0,-2.7299018828926904,1
OS004005,A,cruise,S014,S013,30.0,109.2835966,23.0052097,441.0,-2.732372227497237,1
OS004006,A,cruise,S014,S013,40.0,109.2835966,23.0052097,471.0,-2.735107229129298,1
OS004007,A,cruise,S014,S013,50.0,109.2835966,23.0052097,501.0,-2.738106387183322,1
OS004008,A,cruise,S014,S013,60.0,109.2835966,23.0052097,531.0,-2.7413691535489306,1
OS004009,A,cruise,S014,S013,60.753438,109.2835966,23.0052097,533.2603149414062,-2.7416256453314674,1
OS004010,A,cruise,S014,S013,70.753438,109.28312946760524,23.006199545462334,533.2603149414062,-2.654750609271403,1
OS004011,A,cruise,S014,S013,80.753438,109.28266233521047,23.007189390924665,533.2603149414062,-2.5705269980097825,1
OS004012,A,cruise,S014,S013,90.753438,109.28219520281571,23.008179236386997,533.2603149414062,-2.4891461704969515,1
OS004013,A,cruise,S014,S013,100.753438,109.28172807042095,23.00916908184933,533.2603149414062,-2.410801811947252,1
OS004014,A,cruise,S014,S013,110.753438,109.2812609380262,23.01015892731166,533.2603149414062,-2.3356888763846797,1
OS004015,A,cruise,S014,S013,120.753438,109.28079380563143,23.011148772773993,533.2603149414062,-2.264002413896577,1
OS004016,A,cruise,S014,S013,130.753438,109.28032667323667,23.012138618236325,533.2603149414062,-2.1959362888447345,1
OS004017,A,cruise,S014,S013,140.753438,109.27985954084191,23.013128463698656,533.2603149414062,-2.131681798660537,1
OS004018,A,cruise,S014,S013,150.753438,109.27939240844715,23.01411830916099,533.2603149414062,-2.071426206419659,1
OS004019,A,cruise,S014,S013,160.753438,109.27892527605239,23.015108154623324,533.2603149414062,-2.0153512040359374,1
OS004020,A,cruise,S014,S013,170.753438,109.27845814365763,23.016098000085655,533.2603149414062,-1.9636313264907699,1
OS004021,A,cruise,S014,S013,180.753438,109.27799101126287,23.017087845547987,533.2603149414062,-1.916432340866038,1
OS004022,A,cruise,S014,S013,190.753438,109.27752387886811,23.01807769101032,533.2603149414062,-1.8739096368942114,1
OS004023,A,cruise,S014,S013,200.753438,109.27705674647335,23.01906753647265,533.2603149414062,-1.836206648112892,1
OS004024,A,cruise,S014,S013,210.753438,109.27658961407859,23.020057381934983,533.2603149414062,-1.8034533343235069,1
OS004025,A,cruise,S014,S013,220.753438,109.27612248168383,23.021047227397315,533.2603149414062,-1.7757647567733983,1
OS004026,A,cruise,S014,S013,230.753438,109.27565534928907,23.022037072859646,533.2603149414062,-1.7532397771786634,1
OS004027,A,cruise,S014,S013,240.753438,109.2751882168943,23.02302691832198,533.2603149414062,-1.7359599103006644,1
OS004028,A,cruise,S014,S013,250.753438,109.27472108449955,23.02401676378431,533.2603149414062,-1.723988357288377,1
OS004029,A,cruise,S014,S013,260.753438,109.27425395210479,23.025006609246642,533.2603149414062,-1.7173692434034535,1
OS004030,A,cruise,S014,S013,270.753438,109.27378681971003,23.025996454708974,533.2603149414062,-1.716127079204199,1
OS004031,A,cruise,S014,S013,280.753438,109.27331968731527,23.026986300171306,533.2603149414062,-1.7202664588933771,1
OS004032,A,cruise,S014,S013,290.753438,109.2728525549205,23.027976145633637,533.2603149414062,-1.7297720035897157,1
OS004033,A,cruise,S014,S013,300.753438,109.27238542252574,23.02896599109597,533.2603149414062,-1.744608550991373,1
OS004034,A,cruise,S014,S013,342.193239,109.2713839,23.0310882,483.26031494140625,-1.787482555843411,1
OS004035,A,cruise,S014,S013,352.193239,109.2713839,23.0310882,458.26031494140625,-1.784511842938869,1
OS004036,A,cruise,S014,S013,362.193239,109.2713839,23.0310882,433.26031494140625,-1.7817692150053972,1
OS004037,A,cruise,S014,S013,372.193239,109.2713839,23.0310882,408.26031494140625,-1.7792551056521262,1
OS004038,A,cruise,S014,S013,382.193239,109.2713839,23.0310882,383.26031494140625,-1.7769699129214729,1
OS004039,A,cruise,S014,S013,392.193239,109.2713839,23.0310882,358.26031494140625,-1.774913999079942,1
OS004040,A,handover,S014,S013,394.817365,109.2713839,23.0310882,351.7,-1.7744125199274947,1
OS004041,A,cruise,S015,O01,0.0,109.1923786,23.0494548,474.5,-3.657647502294523,1
OS004042,A,cruise,S015,O01,10.0,109.1923786,23.0494548,504.5,-3.660097935257113,1
OS004043,A,cruise,S015,O01,20.0,109.1923786,23.0494548,534.5,-3.662761875221719,1
OS004044,A,cruise,S015,O01,30.0,109.1923786,23.0494548,564.5,-3.6656389286656292,1
OS004045,A,cruise,S015,O01,32.433085,109.1923786,23.0494548,571.7992553710938,-3.666371127136273,1
OS004046,A,cruise,S015,O01,42.433085,109.19314561960063,23.048638493342786,571.7992553710938,-3.4923481033841313,1
OS004047,A,cruise,S015,O01,52.433085,109.19391263920126,23.04782218668557,571.7992553710938,-3.314785403419961,1
OS004048,A,cruise,S015,O01,62.433085,109.19467965880189,23.047005880028355,571.7992553710938,-3.1335368668746497,1
OS004049,A,cruise,S015,O01,72.433085,109.19544667840252,23.04618957337114,571.7992553710938,-2.9484471446407383,1
OS004050,A,cruise,S015,O01,82.433085,109.19621369800315,23.045373266713923,571.7992553710938,-2.7593509172424433,1
OS004051,A,cruise,S015,O01,92.433085,109.19698071760378,23.04455696005671,571.7992553710938,-2.5660720288947516,1
OS004052,A,cruise,S015,O01,102.433085,109.19774773720441,23.043740653399496,571.7992553710938,-2.368422526182542,1
OS004053,A,cruise,S015,O01,112.433085,109.19851475680504,23.04292434674228,571.7992553710938,-2.16620158858683,1
OS004054,A,cruise,S015,O01,122.433085,109.19928177640567,23.042108040085065,571.7992553710938,-1.9591943360497766,1
OS004055,A,cruise,S015,O01,132.433085,109.2000487960063,23.04129173342785,571.7992553710938,-1.7471704963747072,1
OS004056,A,cruise,S015,O01,142.433085,109.20081581560693,23.040475426770634,571.7992553710938,-1.5298829124286044,1
OS004057,A,cruise,S015,O01,152.433085,109.20158283520756,23.03965912011342,571.7992553710938,-1.3070658657172771,1
OS004058,A,cruise,S015,O01,162.433085,109.20234985480819,23.038842813456206,571.7992553710938,-1.0784331888592078,1
OS004059,A,cruise,S015,O01,172.433085,109.20311687440882,23.03802650679899,571.7992553710938,-0.8436761346472395,1
OS004060,A,cruise,S015,O01,182.433085,109.20388389400945,23.037210200141775,571.7992553710938,-0.6024609635379505,1
OS004061,A,cruise,S015,O01,192.433085,109.20465091361008,23.03639389348456,571.7992553710938,-0.35442620435689776,1
