task_id,box_id,delivery_offset_s,deadline_s
R000941,B001,909.4,3600.0
R000941,B050,1672.3,3600.0
R000941,B051,1672.3,3600.0
R000942,B001,1915.2,3600.0
R000942,B050,1171.3,3600.0
R000942,B051,1171.3,3600.0
R000943,B001,939.4,3600.0
R000943,B014,939.4,inf
R000943,B050,1672.3,3600.0
R000945,B001,939.4,3600.0
R000945,B011,939.4,inf
R000945,B050,1672.3,3600.0
R000947,B001,939.4,3600.0
R000947,B003,939.4,3600.0
R000947,B050,1672.3,3600.0
R000949,B001,939.4,3600.0
R000949,B002,939.4,inf
R000949,B054,1672.3,inf
R000950,B001,1915.2,3600.0
R000950,B002,1915.2,inf
R000950,B054,1141.3,inf
R000951,B001,939.4,3600.0
R000951,B002,939.4,inf
R000951,B053,1672.3,inf
R000952,B001,1915.2,3600.0
R000952,B002,1915.2,inf
R000952,B053,1141.3,inf
R000953,B001,939.4,3600.0
R000953,B002,939.4,inf
R000953,B051,1672.3,3600.0
R000954,B001,1915.2,3600.0
R000954,B002,1915.2,inf
R000954,B051,1141.3,3600.0
R000955,B001,939.4,3600.0
R000955,B002,939.4,inf
R000955,B050,1672.3,3600.0
R000958,B014,2122.0,inf
R000958,B055,1338.3,7200.0
R000962,B011,2122.0,inf
R000962,B056,1338.3,7200.0
R000964,B011,2122.0,inf
R000964,B055,1338.3,7200.0
R000968,B001,879.4,3600.0
R000968,B059,1657.2,inf
R000969,B001,2122.0,3600.0
R000969,B059,1338.3,inf
R000987,B001,939.4,3600.0
R000987,B002,939.4,inf
R000987,B059,1717.2,inf
R000988,B001,2182.0,3600.0
R000988,B002,2182.0,inf
R000988,B059,1368.3,inf
R000991,B001,939.4,3600.0
R000991,B002,939.4,inf
R000991,B056,1717.2,7200.0
R000992,B001,2182.0,3600.0
R000992,B002,2182.0,inf
R000992,B056,1368.3,7200.0
R000995,B014,879.4,inf
R000995,B060,1342.7,10800.0
R000996,B014,1563.7,inf
R000996,B060,1097.4,10800.0
R000997,B011,879.4,inf
R000997,B062,1342.7,inf
R000998,B011,1563.7,inf
R000998,B062,1097.4,inf
R000999,B011,879.4,inf
R000999,B061,1342.7,10800.0
R001000,B011,1563.7,inf
R001000,B061,1097.4,10800.0
R001001,B011,879.4,inf
R001001,B060,1342.7,10800.0
R001002,B011,1563.7,inf
R001002,B060,1097.4,10800.0
R001003,B003,879.4,3600.0
R001003,B062,1342.7,inf
R001004,B003,1563.7,3600.0
R001004,B062,1097.4,inf
R001005,B003,879.4,3600.0
R001005,B060,1342.7,10800.0
R001007,B001,879.4,3600.0
R001007,B062,1342.7,inf
R001008,B001,1563.7,3600.0
R001008,B062,1097.4,inf
R001009,B001,879.4,3600.0
R001009,B061,1342.7,10800.0
R001010,B001,1563.7,3600.0
R001010,B061,1097.4,10800.0
R001011,B001,879.4,3600.0
R001011,B060,1342.7,10800.0
R001012,B001,1563.7,3600.0
R001012,B060,1097.4,10800.0
R001013,B001,909.4,3600.0
R001013,B060,1402.7,10800.0
R001013,B062,1402.7,inf
R001014,B001,1623.7,3600.0
R001014,B060,1157.4,10800.0
R001014,B062,1157.4,inf
R001015,B001,909.4,3600.0
R001015,B060,1402.7,10800.0
R001015,B061,1402.7,10800.0
R001016,B001,1623.7,3600.0
R001016,B060,1157.4,10800.0
R001016,B061,1157.4,10800.0
R001017,B001,939.4,3600.0
R001017,B014,939.4,inf
R001017,B060,1402.7,10800.0
R001023,B001,939.4,3600.0
R001023,B002,939.4,inf
R001023,B062,1402.7,inf
R001025,B001,939.4,3600.0
R001025,B002,939.4,inf
R001025,B061,1402.7,10800.0
R001026,B001,1623.7,3600.0
R001026,B002,1623.7,inf
R001026,B061,1127.4,10800.0
R001027,B001,939.4,3600.0
R001027,B002,939.4,inf
R001027,B060,1402.7,10800.0
R001029,B014,879.4,inf
R001029,B063,1482.5,3600.0
R001030,B014,1688.8,inf
R001030,B063,1074.5,3600.0
R001031,B011,879.4,inf
R001031,B065,1482.5,inf
R001032,B011,1688.8,inf
R001032,B065,1074.5,inf
R001033,B011,879.4,inf
R001033,B064,1482.5,3600.0
R001034,B011,1688.8,inf
R001034,B064,1074.5,3600.0
R001035,B011,879.4,inf
R001035,B063,1482.5,3600.0
R001036,B011,1688.8,inf
R001036,B063,1074.5,3600.0
R001037,B003,879.4,3600.0
R001037,B065,1482.5,inf
R001038,B003,1688.8,3600.0
R001038,B065,1074.5,inf
R001039,B003,879.4,3600.0
R001039,B063,1482.5,3600.0
R001041,B001,879.4,3600.0
R001041,B065,1482.5,inf
R001043,B001,879.4,3600.0
R001043,B064,1482.5,3600.0
R001044,B001,1688.8,3600.0
R001044,B064,1074.5,3600.0
R001049,B001,909.4,3600.0
R001049,B063,1542.5,3600.0
R001049,B064,1542.5,3600.0
R001063,B014,879.4,inf
R001063,B066,1311.7,10800.0
R001064,B014,1298.2,inf
R001064,B066,864.0,10800.0
R001065,B011,879.4,inf
R001065,B068,1311.7,inf
R001066,B011,1298.2,inf
R001066,B068,864.0,inf
R001067,B011,879.4,inf
R001067,B067,1311.7,10800.0
R001068,B011,1298.2,inf
R001068,B067,864.0,10800.0
R001069,B011,879.4,inf
R001069,B066,1311.7,10800.0
R001070,B011,1298.2,inf
R001070,B066,864.0,10800.0
R001071,B003,879.4,3600.0
R001071,B068,1311.7,inf
R001072,B003,1298.2,3600.0
R001072,B068,864.0,inf
R001073,B003,879.4,3600.0
R001073,B066,1311.7,10800.0
R001074,B003,1298.2,3600.0
R001074,B066,864.0,10800.0
R001075,B001,879.4,3600.0
R001075,B068,1311.7,inf
R001076,B001,1298.2,3600.0
R001076,B068,864.0,inf
R001077,B001,879.4,3600.0
R001077,B067,1311.7,10800.0
R001078,B001,1298.2,3600.0
R001078,B067,864.0,10800.0
R001079,B001,879.4,3600.0
R001079,B066,1311.7,10800.0
R001080,B001,1298.2,3600.0
R001080,B066,864.0,10800.0
R001082,B001,1358.2,3600.0
R001082,B066,924.0,10800.0
R001082,B068,924.0,inf
R001083,B001,909.4,3600.0
R001083,B066,1371.7,10800.0
R001083,B067,1371.7,10800.0
R001084,B001,1358.2,3600.0
R001084,B066,924.0,10800.0
R001084,B067,924.0,10800.0
R001085,B001,939.4,3600.0
R001085,B014,939.4,inf
R001085,B066,1371.7,10800.0
R001086,B001,1358.2,3600.0
R001086,B014,1358.2,inf
R001086,B066,894.0,10800.0
R001087,B001,939.4,3600.0
R001087,B011,939.4,inf
R001087,B066,1371.7,10800.0
R001089,B001,939.4,3600.0
R001089,B003,939.4,3600.0
R001089,B066,1371.7,10800.0
R001091,B001,939.4,3600.0
R001091,B002,939.4,inf
R001091,B068,1371.7,inf
R001092,B001,1358.2,3600.0
R001092,B002,1358.2,inf
R001092,B068,894.0,inf
R001093,B001,939.4,3600.0
R001093,B002,939.4,inf
R001093,B067,1371.7,10800.0
R001094,B001,1358.2,3600.0
R001094,B002,1358.2,inf
R001094,B067,894.0,10800.0
R001095,B001,939.4,3600.0
R001095,B002,939.4,inf
R001095,B066,1371.7,10800.0
R001096,B001,1358.2,3600.0
R001096,B002,1358.2,inf
R001096,B066,894.0,10800.0
R001097,B014,879.4,inf
R001097,B069,1596.9,3600.0
R001098,B014,2029.1,inf
R001098,B069,1305.1,3600.0
R001099,B011,879.4,inf
R001099,B071,1596.9,inf
R001100,B011,2029.1,inf
R001100,B071,1305.1,inf
R001101,B011,879.4,inf
R001101,B070,1596.9,3600.0
R001102,B011,2029.1,inf
R001102,B070,1305.1,3600.0
R001103,B011,879.4,inf
R001103,B069,1596.9,3600.0
R001104,B011,2029.1,inf
R001104,B069,1305.1,3600.0
R001105,B003,879.4,3600.0
R001105,B071,1596.9,inf
R001106,B003,2029.1,3600.0
R001106,B071,1305.1,inf
R001107,B003,879.4,3600.0
R001107,B069,1596.9,3600.0
R001109,B001,879.4,3600.0
R001109,B071,1596.9,inf
R001110,B001,2029.1,3600.0
R001110,B071,1305.1,inf
R001111,B001,879.4,3600.0
R001111,B070,1596.9,3600.0
R001112,B001,2029.1,3600.0
R001112,B070,1305.1,3600.0
R001113,B001,879.4,3600.0
R001113,B069,1596.9,3600.0
R001114,B001,2029.1,3600.0
R001114,B069,1305.1,3600.0
R001117,B001,909.4,3600.0
R001117,B069,1656.9,3600.0
R001117,B070,1656.9,3600.0
R001118,B001,2089.1,3600.0
R001118,B069,1365.1,3600.0
R001118,B070,1365.1,3600.0
R001119,B001,939.4,3600.0
R001119,B014,939.4,inf
R001119,B069,1656.9,3600.0
R001120,B001,2089.1,3600.0
R001120,B014,2089.1,inf
R001120,B069,1335.1,3600.0
R001121,B001,939.4,3600.0
R001121,B011,939.4,inf
R001121,B069,1656.9,3600.0
R001123,B001,939.4,3600.0
R001123,B003,939.4,3600.0
R001123,B069,1656.9,3600.0
R001125,B001,939.4,3600.0
R001125,B002,939.4,inf
R001125,B071,1656.9,inf
R001126,B001,2089.1,3600.0
R001126,B002,2089.1,inf
R001126,B071,1335.1,inf
R001127,B001,939.4,3600.0
R001127,B002,939.4,inf
R001127,B070,1656.9,3600.0
R001128,B001,2089.1,3600.0
R001128,B002,2089.1,inf
R001128,B070,1335.1,3600.0
R001129,B001,939.4,3600.0
R001129,B002,939.4,inf
R001129,B069,1656.9,3600.0
R001131,B014,879.4,inf
R001131,B072,1376.0,3600.0
R001132,B014,1561.4,inf
R001132,B072,1053.5,3600.0
R001133,B011,879.4,inf
R001133,B074,1376.0,inf
R001134,B011,1561.4,inf
R001134,B074,1053.5,inf
R001135,B011,879.4,inf
R001135,B073,1376.0,3600.0
R001136,B011,1561.4,inf
R001136,B073,1053.5,3600.0
R001137,B011,879.4,inf
R001137,B072,1376.0,3600.0
R001138,B011,1561.4,inf
R001138,B072,1053.5,3600.0
R001139,B003,879.4,3600.0
R001139,B074,1376.0,inf
R001140,B003,1561.4,3600.0
R001140,B074,1053.5,inf
R001141,B003,879.4,3600.0
R001141,B072,1376.0,3600.0
R001143,B001,879.4,3600.0
R001143,B074,1376.0,inf
R001144,B001,1561.4,3600.0
R001144,B074,1053.5,inf
R001145,B001,879.4,3600.0
R001145,B073,1376.0,3600.0
R001146,B001,1561.4,3600.0
R001146,B073,1053.5,3600.0
R001147,B001,879.4,3600.0
R001147,B072,1376.0,3600.0
R001148,B001,1561.4,3600.0
R001148,B072,1053.5,3600.0
R001149,B001,909.4,3600.0
R001149,B072,1436.0,3600.0
R001149,B074,1436.0,inf
R001151,B001,909.4,3600.0
R001151,B072,1436.0,3600.0
R001151,B073,1436.0,3600.0
R001152,B001,1621.4,3600.0
R001152,B072,1113.5,3600.0
R001152,B073,1113.5,3600.0
R001159,B001,939.4,3600.0
R001159,B002,939.4,inf
R001159,B074,1436.0,inf
R001161,B001,939.4,3600.0
R001161,B002,939.4,inf
R001161,B073,1436.0,3600.0
R001163,B001,939.4,3600.0
R001163,B002,939.4,inf
R001163,B072,1436.0,3600.0
R001165,B014,879.4,inf
R001165,B075,1730.9,3600.0
R001166,B014,2104.7,inf
R001166,B075,1242.0,3600.0
R001167,B011,879.4,inf
R001167,B077,1730.9,inf
R001168,B011,2104.7,inf
R001168,B077,1242.0,inf
R001169,B011,879.4,inf
R001169,B076,1730.9,3600.0
R001170,B011,2104.7,inf
R001170,B076,1242.0,3600.0
R001171,B011,879.4,inf
R001171,B075,1730.9,3600.0
R001172,B011,2104.7,inf
R001172,B075,1242.0,3600.0
R001173,B003,879.4,3600.0
R001173,B077,1730.9,inf
R001174,B003,2104.7,3600.0
R001174,B077,1242.0,inf
R001175,B003,879.4,3600.0
R001175,B075,1730.9,3600.0
R001177,B001,879.4,3600.0
R001177,B077,1730.9,inf
R001179,B001,879.4,3600.0
R001179,B076,1730.9,3600.0
R001180,B001,2104.7,3600.0
R001180,B076,1242.0,3600.0
R001185,B001,909.4,3600.0
R001185,B075,1790.9,3600.0
R001185,B076,1790.9,3600.0
R001193,B001,939.4,3600.0
R001193,B002,939.4,inf
R001193,B077,1790.9,inf
R001199,B014,879.4,inf
R001199,B078,1704.1,7200.0
R001200,B014,2072.7,inf
R001200,B078,1228.5,7200.0
R001201,B011,879.4,inf
R001201,B080,1704.1,inf
R001202,B011,2072.7,inf
R001202,B080,1228.5,inf
R001203,B011,879.4,inf
R001203,B079,1704.1,10800.0
R001204,B011,2072.7,inf
R001204,B079,1228.5,10800.0
R001205,B011,879.4,inf
R001205,B078,1704.1,7200.0
R001206,B011,2072.7,inf
R001206,B078,1228.5,7200.0
R001207,B003,879.4,3600.0
R001207,B080,1704.1,inf
R001208,B003,2072.7,3600.0
R001208,B080,1228.5,inf
R001209,B003,879.4,3600.0
R001209,B078,1704.1,7200.0
R001210,B003,2072.7,3600.0
R001210,B078,1228.5,7200.0
R001211,B001,879.4,3600.0
R001211,B080,1704.1,inf
R001212,B001,2072.7,3600.0
R001212,B080,1228.5,inf
R001213,B001,879.4,3600.0
R001213,B079,1704.1,10800.0
R001214,B001,2072.7,3600.0
R001214,B079,1228.5,10800.0
R001216,B001,2072.7,3600.0
R001216,B078,1228.5,7200.0
R001219,B001,909.4,3600.0
R001219,B078,1764.1,7200.0
R001219,B079,1764.1,10800.0
R001220,B001,2132.7,3600.0
R001220,B078,1288.5,7200.0
R001220,B079,1288.5,10800.0
R001221,B001,939.4,3600.0
R001221,B014,939.4,inf
R001221,B078,1764.1,7200.0
R001222,B001,2132.7,3600.0
R001222,B014,2132.7,inf
R001222,B078,1258.5,7200.0
R001223,B001,939.4,3600.0
R001223,B011,939.4,inf
R001223,B078,1764.1,7200.0
R001224,B001,2132.7,3600.0
R001224,B011,2132.7,inf
R001224,B078,1258.5,7200.0
R001225,B001,939.4,3600.0
R001225,B003,939.4,3600.0
R001225,B078,1764.1,7200.0
R001226,B001,2132.7,3600.0
R001226,B003,2132.7,3600.0
R001226,B078,1258.5,7200.0
R001227,B001,939.4,3600.0
R001227,B002,939.4,inf
R001227,B080,1764.1,inf
R001228,B001,2132.7,3600.0
R001228,B002,2132.7,inf
R001228,B080,1258.5,inf
R001229,B001,939.4,3600.0
R001229,B002,939.4,inf
R001229,B079,1764.1,10800.0
R001230,B001,2132.7,3600.0
R001230,B002,2132.7,inf
R001230,B079,1258.5,10800.0
R001231,B001,939.4,3600.0
R001231,B002,939.4,inf
R001231,B078,1764.1,7200.0
R001232,B001,2132.7,3600.0
R001232,B002,2132.7,inf
R001232,B078,1258.5,7200.0
R001233,B023,1255.8,inf
R001233,B032,1703.2,7200.0
R001234,B023,1791.6,inf
R001234,B032,1343.6,7200.0
R001238,B021,1791.6,inf
R001238,B033,1343.6,7200.0
R001242,B017,1255.8,3600.0
R001242,B032,1703.2,7200.0
R001264,B023,1255.8,inf
R001264,B038,1872.5,10800.0
R001265,B023,1715.7,inf
R001265,B038,1100.6,10800.0
R001269,B021,1715.7,inf
R001269,B039,1100.6,10800.0
R001271,B021,1715.7,inf
R001271,B038,1100.6,10800.0
R001272,B017,1255.8,3600.0
R001272,B042,1872.5,inf
R001274,B017,1255.8,3600.0
R001274,B038,1872.5,10800.0
R001296,B023,1255.8,inf
R001296,B060,1655.6,10800.0
R001297,B023,1497.9,inf
R001297,B060,1097.4,10800.0
R001298,B021,1255.8,inf
R001298,B062,1655.6,inf
R001299,B021,1497.9,inf
R001299,B062,1097.4,inf
R001300,B021,1255.8,inf
R001300,B061,1655.6,10800.0
R001301,B021,1497.9,inf
R001301,B061,1097.4,10800.0
R001302,B021,1255.8,inf
R001302,B060,1655.6,10800.0
R001303,B021,1497.9,inf
R001303,B060,1097.4,10800.0
R001304,B017,1255.8,3600.0
R001304,B062,1655.6,inf
R001305,B017,1497.9,3600.0
R001305,B062,1097.4,inf
R001306,B017,1255.8,3600.0
R001306,B060,1655.6,10800.0
R001307,B017,1497.9,3600.0
R001307,B060,1097.4,10800.0
R001308,B016,1255.8,3600.0
R001308,B062,1655.6,inf
R001309,B016,1497.9,3600.0
R001309,B062,1097.4,inf
R001310,B016,1255.8,3600.0
R001310,B061,1655.6,10800.0
R001311,B016,1497.9,3600.0
R001311,B061,1097.4,10800.0
R001312,B016,1255.8,3600.0
R001312,B060,1655.6,10800.0
R001313,B016,1497.9,3600.0
R001313,B060,1097.4,10800.0
R001318,B016,1315.8,3600.0
R001318,B023,1315.8,inf
R001318,B060,1715.6,10800.0
R001319,B016,1557.9,3600.0
R001319,B023,1557.9,inf
R001319,B060,1127.4,10800.0
R001325,B023,1905.0,inf
R001325,B063,1074.5,3600.0
R001329,B016,1255.8,3600.0
R001329,B065,2077.5,inf
R001340,B023,1255.8,inf
R001340,B066,2025.6,10800.0
R001341,B023,1633.3,inf
R001341,B066,864.0,10800.0
R001342,B021,1255.8,inf
R001342,B068,2025.6,inf
R001343,B021,1633.3,inf
R001343,B068,864.0,inf
R001344,B021,1255.8,inf
R001344,B067,2025.6,10800.0
R001345,B021,1633.3,inf
R001345,B067,864.0,10800.0
R001346,B021,1255.8,inf
R001346,B066,2025.6,10800.0
R001347,B021,1633.3,inf
R001347,B066,864.0,10800.0
R001348,B017,1255.8,3600.0
R001348,B068,2025.6,inf
R001349,B017,1633.3,3600.0
R001349,B068,864.0,inf
R001350,B017,1255.8,3600.0
R001350,B066,2025.6,10800.0
R001351,B017,1633.3,3600.0
R001351,B066,864.0,10800.0
R001352,B016,1255.8,3600.0
R001352,B068,2025.6,inf
R001353,B016,1633.3,3600.0
R001353,B068,864.0,inf
R001354,B016,1255.8,3600.0
R001354,B067,2025.6,10800.0
R001356,B016,1255.8,3600.0
R001356,B066,2025.6,10800.0
R001358,B016,1285.8,3600.0
R001358,B066,2085.6,10800.0
R001358,B068,2085.6,inf
R001359,B016,1693.3,3600.0
R001359,B066,924.0,10800.0
R001359,B068,924.0,inf
R001360,B016,1285.8,3600.0
R001360,B066,2085.6,10800.0
R001360,B067,2085.6,10800.0
R001361,B016,1693.3,3600.0
R001361,B066,924.0,10800.0
R001361,B067,924.0,10800.0
R001362,B016,1315.8,3600.0
R001362,B023,1315.8,inf
R001362,B066,2085.6,10800.0
R001363,B016,1693.3,3600.0
R001363,B023,1693.3,inf
R001363,B066,894.0,10800.0
R001364,B016,1315.8,3600.0
R001364,B021,1315.8,inf
R001364,B066,2085.6,10800.0
R001366,B016,1315.8,3600.0
R001366,B017,1315.8,3600.0
R001366,B066,2085.6,10800.0
R001367,B016,1693.3,3600.0
R001367,B017,1693.3,3600.0
R001367,B066,894.0,10800.0
R001375,B016,1255.8,3600.0
R001375,B071,1806.0,inf
R001399,B016,1255.8,3600.0
R001399,B074,1878.3,inf
R001415,B031,1379.1,inf
R001415,B044,2206.8,3600.0
R001416,B031,1731.2,inf
R001416,B044,905.1,3600.0
R001417,B029,1379.1,inf
R001417,B048,2206.8,inf
R001418,B029,1731.2,inf
R001418,B048,905.1,inf
R001419,B029,1379.1,inf
R001419,B045,2206.8,3600.0
R001421,B029,1379.1,inf
R001421,B044,2206.8,3600.0
R001423,B025,1379.1,7200.0
R001423,B048,2206.8,inf
R001424,B025,1731.2,7200.0
R001424,B048,905.1,inf
R001425,B025,1379.1,7200.0
R001425,B044,2206.8,3600.0
R001426,B025,1731.2,7200.0
R001426,B044,905.1,3600.0
R001427,B024,1379.1,7200.0
R001427,B049,2206.8,inf
R001429,B024,1379.1,7200.0
R001429,B048,2206.8,inf
R001431,B024,1379.1,7200.0
R001431,B045,2206.8,3600.0
R001432,B024,1731.2,7200.0
R001432,B045,905.1,3600.0
R001433,B024,1379.1,7200.0
R001433,B044,2206.8,3600.0
R001445,B024,1439.1,7200.0
R001445,B025,1439.1,7200.0
R001445,B044,2266.8,3600.0
R001446,B024,1791.2,7200.0
R001446,B025,1791.2,7200.0
R001446,B044,935.1,3600.0
R001447,B031,1379.1,inf
R001447,B050,1835.8,3600.0
R001448,B031,1568.6,inf
R001448,B050,1111.3,3600.0
R001449,B029,1379.1,inf
R001449,B053,1835.8,inf
R001450,B029,1568.6,inf
R001450,B053,1111.3,inf
R001451,B029,1379.1,inf
R001451,B051,1835.8,3600.0
R001452,B029,1568.6,inf
R001452,B051,1111.3,3600.0
R001453,B029,1379.1,inf
R001453,B050,1835.8,3600.0
R001454,B029,1568.6,inf
R001454,B050,1111.3,3600.0
R001455,B025,1379.1,7200.0
R001455,B053,1835.8,inf
R001456,B025,1568.6,7200.0
R001456,B053,1111.3,inf
R001457,B025,1379.1,7200.0
R001457,B050,1835.8,3600.0
R001458,B025,1568.6,7200.0
R001458,B050,1111.3,3600.0
R001459,B024,1379.1,7200.0
R001459,B054,1835.8,inf
R001460,B024,1568.6,7200.0
R001460,B054,1111.3,inf
R001462,B024,1568.6,7200.0
R001462,B053,1111.3,inf
R001463,B024,1379.1,7200.0
R001463,B051,1835.8,3600.0
R001464,B024,1568.6,7200.0
R001464,B051,1111.3,3600.0
R001465,B024,1379.1,7200.0
R001465,B050,1835.8,3600.0
R001466,B024,1568.6,7200.0
R001466,B050,1111.3,3600.0
R001468,B024,1628.6,7200.0
R001468,B050,1171.3,3600.0
R001468,B054,1171.3,inf
R001473,B024,1439.1,7200.0
R001473,B031,1439.1,inf
R001473,B050,1895.8,3600.0
R001474,B024,1628.6,7200.0
R001474,B031,1628.6,inf
R001474,B050,1141.3,3600.0
R001475,B024,1439.1,7200.0
R001475,B029,1439.1,inf
R001475,B050,1895.8,3600.0
R001476,B024,1628.6,7200.0
R001476,B029,1628.6,inf
R001476,B050,1141.3,3600.0
R001477,B024,1439.1,7200.0
R001477,B025,1439.1,7200.0
R001477,B050,1895.8,3600.0
R001478,B024,1628.6,7200.0
R001478,B025,1628.6,7200.0
R001478,B050,1141.3,3600.0
R001479,B031,1379.1,inf
R001479,B066,2199.8,10800.0
R001480,B031,1676.2,inf
R001480,B066,864.0,10800.0
R001482,B029,1676.2,inf
R001482,B068,864.0,inf
R001483,B029,1379.1,inf
R001483,B067,2199.8,10800.0
R001484,B029,1676.2,inf
R001484,B067,864.0,10800.0
R001485,B029,1379.1,inf
R001485,B066,2199.8,10800.0
R001486,B029,1676.2,inf
R001486,B066,864.0,10800.0
R001487,B025,1379.1,7200.0
R001487,B068,2199.8,inf
R001488,B025,1676.2,7200.0
R001488,B068,864.0,inf
R001489,B025,1379.1,7200.0
R001489,B066,2199.8,10800.0
R001490,B025,1676.2,7200.0
R001490,B066,864.0,10800.0
R001492,B024,1676.2,7200.0
R001492,B068,864.0,inf
R001494,B024,1676.2,7200.0
R001494,B067,864.0,10800.0
R001495,B024,1379.1,7200.0
R001495,B066,2199.8,10800.0
R001496,B024,1676.2,7200.0
R001496,B066,864.0,10800.0
R001498,B024,1736.2,7200.0
R001498,B066,924.0,10800.0
R001498,B068,924.0,inf
R001500,B024,1736.2,7200.0
R001500,B066,924.0,10800.0
R001500,B067,924.0,10800.0
R001501,B024,1439.1,7200.0
R001501,B031,1439.1,inf
R001501,B066,2259.8,10800.0
R001502,B024,1736.2,7200.0
R001502,B031,1736.2,inf
R001502,B066,894.0,10800.0
R001507,B031,1379.1,inf
R001507,B078,1832.1,7200.0
R001508,B031,1690.6,inf
R001508,B078,1228.5,7200.0
R001511,B029,1379.1,inf
R001511,B079,1832.1,10800.0
R001512,B029,1690.6,inf
R001512,B079,1228.5,10800.0
R001514,B029,1690.6,inf
R001514,B078,1228.5,7200.0
R001515,B025,1379.1,7200.0
R001515,B080,1832.1,inf
R001519,B024,1379.1,7200.0
R001519,B080,1832.1,inf
R001521,B024,1379.1,7200.0
R001521,B079,1832.1,10800.0
R001530,B024,1750.6,7200.0
R001530,B031,1750.6,inf
R001530,B078,1258.5,7200.0
R001535,B037,1343.6,inf
R001535,B038,1855.8,10800.0
R001536,B037,1610.6,inf
R001536,B038,1100.6,10800.0
R001540,B036,1610.6,inf
R001540,B039,1100.6,10800.0
R001541,B036,1343.6,inf
R001541,B038,1855.8,10800.0
R001542,B036,1610.6,inf
R001542,B038,1100.6,10800.0
R001543,B033,1343.6,7200.0
R001543,B042,1855.8,inf
R001545,B033,1343.6,7200.0
R001545,B038,1855.8,10800.0
R001546,B033,1610.6,7200.0
R001546,B038,1100.6,10800.0
R001548,B032,1610.6,7200.0
R001548,B043,1100.6,inf
R001553,B032,1343.6,7200.0
R001553,B038,1855.8,10800.0
R001554,B032,1610.6,7200.0
R001554,B038,1100.6,10800.0
R001568,B037,1837.7,inf
R001568,B055,1338.3,7200.0
R001570,B036,1837.7,inf
R001570,B055,1338.3,7200.0
R001571,B032,1343.6,7200.0
R001571,B059,1840.1,inf
R001572,B032,1837.7,7200.0
R001572,B059,1338.3,inf
R001573,B032,1343.6,7200.0
R001573,B058,1840.1,inf
R001574,B032,1837.7,7200.0
R001574,B058,1338.3,inf
R001575,B032,1343.6,7200.0
R001575,B055,1840.1,7200.0
R001576,B032,1837.7,7200.0
R001576,B055,1338.3,7200.0
R001577,B032,1897.7,7200.0
R001577,B055,1398.3,7200.0
R001577,B059,1398.3,inf
R001579,B037,1343.6,inf
R001579,B060,1843.4,10800.0
R001580,B037,1597.2,inf
R001580,B060,1097.4,10800.0
R001581,B036,1343.6,inf
R001581,B062,1843.4,inf
R001582,B036,1597.2,inf
R001582,B062,1097.4,inf
R001583,B036,1343.6,inf
R001583,B061,1843.4,10800.0
R001584,B036,1597.2,inf
R001584,B061,1097.4,10800.0
R001585,B036,1343.6,inf
R001585,B060,1843.4,10800.0
R001586,B036,1597.2,inf
R001586,B060,1097.4,10800.0
R001587,B033,1343.6,7200.0
R001587,B062,1843.4,inf
R001588,B033,1597.2,7200.0
R001588,B062,1097.4,inf
R001589,B033,1343.6,7200.0
R001589,B060,1843.4,10800.0
R001590,B033,1597.2,7200.0
R001590,B060,1097.4,10800.0
R001591,B032,1343.6,7200.0
R001591,B062,1843.4,inf
R001592,B032,1597.2,7200.0
R001592,B062,1097.4,inf
R001593,B032,1343.6,7200.0
R001593,B061,1843.4,10800.0
R001594,B032,1597.2,7200.0
R001594,B061,1097.4,10800.0
R001595,B032,1343.6,7200.0
R001595,B060,1843.4,10800.0
R001596,B032,1597.2,7200.0
R001596,B060,1097.4,10800.0
R001607,B037,1343.6,inf
R001607,B066,2079.4,10800.0
R001608,B037,1598.6,inf
R001608,B066,864.0,10800.0
R001612,B036,1598.6,inf
R001612,B067,864.0,10800.0
R001614,B036,1598.6,inf
R001614,B066,864.0,10800.0
R001615,B033,1343.6,7200.0
R001615,B068,2079.4,inf
R001617,B033,1343.6,7200.0
R001617,B066,2079.4,10800.0
R001618,B033,1598.6,7200.0
R001618,B066,864.0,10800.0
R001619,B032,1343.6,7200.0
R001619,B068,2079.4,inf
R001621,B032,1343.6,7200.0
R001621,B067,2079.4,10800.0
R001630,B032,1658.6,7200.0
R001630,B037,1658.6,inf
R001630,B066,894.0,10800.0
R001640,B043,1100.6,inf
R001640,B044,1905.7,3600.0
R001641,B043,1718.1,inf
R001641,B044,905.1,3600.0
R001642,B042,1100.6,inf
R001642,B048,1905.7,inf
R001643,B042,1718.1,inf
R001643,B048,905.1,inf
R001644,B042,1100.6,inf
R001644,B045,1905.7,3600.0
R001645,B042,1718.1,inf
R001645,B045,905.1,3600.0
R001646,B042,1100.6,inf
R001646,B044,1905.7,3600.0
R001647,B042,1718.1,inf
R001647,B044,905.1,3600.0
R001648,B039,1100.6,10800.0
R001648,B048,1905.7,inf
R001649,B039,1718.1,10800.0
R001649,B048,905.1,inf
R001650,B039,1100.6,10800.0
R001650,B044,1905.7,3600.0
R001651,B039,1718.1,10800.0
R001651,B044,905.1,3600.0
R001652,B038,1100.6,10800.0
R001652,B049,1905.7,inf
R001653,B038,1718.1,10800.0
R001653,B049,905.1,inf
R001654,B038,1100.6,10800.0
R001654,B048,1905.7,inf
R001655,B038,1718.1,10800.0
R001655,B048,905.1,inf
R001657,B038,1718.1,10800.0
R001657,B045,905.1,3600.0
R001659,B038,1718.1,10800.0
